db1.tbl3_batch.col1,db1.tbl3_batch.col2,db1.tbl3_batch.col3,db1.tbl3_batch.col4
394,1667,275,2679
247,675,1823,9629
439,1024,1211,1838
913,1135,1821,3161
395,438,1752,6770
760,594,1600,1483
655,306,1557,10288
794,1132,1395,6067
355,1379,1699,7890
400,691,180,5220
240,1487,1704,326
340,65,1044,8037
886,1835,1638,7732
228,1308,821,4377
542,784,1359,2293
620,1266,1096,5781
930,560,100,4350
538,175,237,5375
854,1888,1122,3337
671,1977,494,3883
528,754,1320,4450
266,1252,1617,6576
128,139,540,6170
219,1782,1035,8232
81,1360,505,9759
560,1097,1194,4087
552,812,361,8816
19,928,99,8935
326,1597,696,4080
36,1137,461,8198
381,389,631,4746
911,334,1884,9321
38,753,1464,584
108,1254,719,3837
428,1922,625,7778
63,319,101,5947
174,1745,953,2142
790,569,111,5306
31,997,460,1290
944,1485,1888,7936
720,1828,519,8476
890,235,1924,3823
530,926,556,3039
105,1055,1312,1667
481,541,113,10462
205,642,473,8280
246,1821,904,3915
834,61,514,3315
678,1560,1714,7876
88,1323,674,292
315,1416,1665,1056
10,808,171,7059
48,46,129,4311
910,1868,1645,8747
895,1129,811,5632
978,1847,682,2083
572,996,285,7402
170,1477,885,4367
142,396,1538,230
206,125,1431,6694
997,810,187,4378
462,809,715,3647
508,522,1894,7187
200,657,596,6506
4,947,1581,868
210,1716,1722,8456
983,254,380,5654
28,1287,1633,585
189,1352,1138,9373
187,280,1298,4478
836,718,1919,1283
766,726,922,2587
149,26,701,3968
524,1969,681,615
945,1723,168,1552
883,1632,366,10326
942,1670,1561,1227
365,1095,1668,3286
156,1908,964,257
79,132,533,3914
867,1435,672,9036
272,1888,1770,4507
659,116,797,10529
717,1740,550,8226
625,1711,1984,7341
517,1921,1392,1051
789,49,677,7455
231,657,1946,8438
648,987,841,9400
159,445,1948,3084
343,1997,149,1252
288,1561,1958,9893
204,1933,1301,5212
994,943,454,1112
837,600,652,3950
304,1417,1524,6457
359,1544,78,1850
669,920,780,2765
869,1209,1057,8813
399,130,1022,2653
448,837,758,9153
105,496,1426,6208
81,614,328,1314
341,132,834,5599
985,605,1475,10656
781,1114,1627,6412
951,721,1547,4300
420,1153,1316,10152
48,943,1047,177
205,355,138,3921
217,1197,28,6971
817,1013,654,4560
675,553,298,2446
435,1968,1215,4889
790,754,769,7560
321,833,165,7571
230,1255,1817,5503
710,505,1357,9407
486,1327,832,6114
428,1525,857,5341
882,805,1622,9912
725,832,1428,5443
283,378,197,2959
485,555,355,581
275,1040,638,2238
432,505,1779,5833
184,230,1739,7951
721,301,725,1319
632,68,392,4595
215,1092,610,8835
96,961,727,7389
954,422,1629,2278
118,114,219,8229
364,1546,1366,2131
793,616,538,5957
402,870,100,10110
617,1412,691,1956
396,860,1043,9564
457,37,659,6923
317,1656,927,10123
381,1704,1346,10157
141,818,772,5604
456,1931,1583,5946
500,370,1314,4561
906,260,1813,8510
322,696,686,1592
999,1915,820,1217
267,68,1495,800
802,1184,199,8753
486,211,507,10173
877,883,331,10442
678,550,1624,4501
159,991,1789,223
742,814,1195,5083
13,1521,470,5095
704,1612,699,10620
154,1009,1550,3139
100,1348,213,5694
571,1353,1303,4484
42,145,1798,9282
192,452,59,8209
310,1250,1023,4565
620,1686,756,1624
604,432,1824,2726
727,400,1302,7423
464,185,397,4445
162,157,1810,633
350,1463,588,3755
233,445,1773,541
927,1511,1553,8622
402,1951,1724,8109
350,1554,730,3397
166,1655,612,2183
147,920,1731,5028
27,343,1876,1505
258,1423,1241,4455
927,221,1406,8648
597,1030,1295,5467
619,15,1447,4078
441,1776,20,9864
949,227,1007,6383
937,808,1157,1508
628,1688,1089,4217
875,436,828,9214
526,1989,102,6444
997,768,1124,1593
210,225,942,5283
829,1049,1144,1899
542,1205,1734,4792
444,633,1566,4769
793,1820,617,4164
452,1933,231,609
696,1465,495,9810
403,1726,501,3721
65,1210,287,6776
404,1901,1937,7625
882,136,507,10320
827,1863,915,9784
574,85,1490,3186
434,859,866,4996
227,1802,1822,670
475,998,99,6448
467,402,395,1371
100,938,1636,3010
422,540,1649,2223
355,1387,1153,1280
138,243,387,7989
630,1189,1814,6560
568,882,842,9511
130,1729,122,9556
548,1162,1252,3470
467,1021,561,9321
479,1737,904,8034
110,1726,875,9886
152,1716,934,1071
916,1435,74,5920
761,20,1929,4980
241,1234,559,8500
719,1723,371,5289
879,1174,1164,5332
681,845,1991,10639
768,370,1442,6343
278,1977,1681,2231
362,242,752,2930
624,554,1118,8569
407,213,717,4115
174,611,1035,5102
600,769,1422,3999
134,1872,1503,9679
505,1179,653,7075
293,976,1439,735
494,370,1367,1094
814,849,855,5396
870,279,1893,3656
418,1070,974,3113
205,757,1047,2257
317,555,843,948
72,667,999,3514
258,1942,1697,2012
357,745,674,7377
147,1065,1819,9917
224,1229,465,249
104,1671,617,8050
555,308,1479,7852
927,99,260,7480
355,1377,285,6114
537,62,686,8292
815,1316,737,1944
260,935,1115,5256
570,1894,475,4715
572,52,753,6213
816,1513,1387,9449
925,1030,1765,6822
912,834,875,8281
69,1001,249,3964
953,1263,379,5750
446,834,1494,2274
956,1724,454,10683
446,1897,402,1005
782,1327,1138,10147
256,815,172,9532
908,1907,1613,4822
943,1426,1062,9373
895,1359,1562,8945
929,1214,323,10592
636,1790,283,7536
925,1741,928,6512
530,338,1821,5942
118,1892,104,4730
831,1455,769,4514
65,1797,1642,8461
244,1244,378,7591
56,712,1390,3656
43,224,1737,6686
523,182,711,1736
889,443,1888,8236
423,1259,1150,3514
747,1938,1503,2129
535,234,499,4215
394,1575,1823,10265
449,893,775,8647
256,1633,136,3754
953,1442,1777,9440
795,436,1333,6301
835,1304,1346,9290
360,1974,941,2497
762,1301,1674,8417
605,806,234,8729
379,1325,37,5327
442,420,1242,4307
966,1569,1887,6426
891,1918,272,6339
533,1901,307,5029
473,732,1032,4925
156,1136,1228,7054
88,852,1220,2634
201,1783,114,5130
979,64,1299,9289
461,301,1415,7675
480,368,232,2875
708,1035,1929,8379
556,176,216,6070
453,629,163,2155
469,217,1741,9190
379,1383,384,4053
400,899,1276,8894
78,1015,802,4329
550,1438,1893,563
935,707,1843,8122
795,21,1500,3598
385,1760,1593,1273
977,1018,1126,10365
666,639,1018,5206
660,873,573,8750
342,231,456,2511
902,1004,1356,4553
444,1315,344,8461
51,656,129,8291
250,1116,625,430
943,1946,1678,4821
893,462,1568,10502
658,1163,356,4122
328,1991,1759,857
907,858,664,6678
493,84,620,5172
349,239,1913,8289
966,1412,1676,2252
769,1880,1394,2959
784,838,421,9682
458,61,1132,8943
497,1142,1009,2058
124,391,976,5752
203,1312,336,2814
767,1903,1261,7327
642,751,1159,1302
20,1385,1404,3198
589,634,253,3978
846,19,527,3909
562,1554,375,6963
361,165,1573,8488
360,616,611,3200
777,1835,1467,7086
115,912,78,7307
54,1961,687,6108
291,1880,1126,6437
50,223,517,6611
841,1450,115,9401
784,229,181,1322
253,1988,209,3180
491,1880,95,2884
984,755,1109,9906
572,695,1656,1468
858,603,581,7725
992,790,648,7337
970,220,975,3338
908,1813,1215,5467
960,787,690,8707
862,1316,689,3242
224,1909,1127,238
468,1658,1077,10013
847,241,966,3982
102,1013,317,2379
982,823,1670,9184
969,1666,1018,2625
47,1441,1136,9486
736,875,157,2396
341,1417,1890,2104
232,1937,44,8965
581,442,1853,2110
558,227,1726,8423
227,266,869,6065
521,488,701,7431
696,995,356,10068
591,871,1973,3208
12,551,1810,2766
498,180,498,9618
444,302,261,8545
825,1263,913,2251
339,682,1318,8406
323,1904,395,5531
595,838,877,6817
597,48,1699,8405
156,1651,535,2217
655,1926,638,3218
574,604,93,3377
430,966,889,6639
554,1352,1035,2847
406,1475,1763,2031
157,652,1558,5966
184,1958,343,755
797,1419,1313,8196
490,1694,988,2890
834,908,1566,10737
951,526,1336,9525
535,1894,195,6364
356,705,1020,1439
716,1612,804,2665
361,939,1659,5891
223,1637,1927,5425
612,961,1320,6042
203,983,1989,3700
7,1606,614,5503
471,1692,874,5401
171,1810,323,3565
719,1648,1848,10114
95,1627,797,868
673,1176,1760,8466
802,626,1797,3399
607,91,138,10202
305,1356,868,8286
656,1075,1730,3717
257,798,474,3582
473,1901,604,1876
949,921,820,4269
299,1532,1176,7538
464,1877,1924,7113
613,1029,499,8033
688,1141,1508,7827
897,1974,1702,1766
327,269,1079,6769
109,148,1069,9384
709,1807,631,1682
904,1755,519,10321
128,1496,274,10122
964,1102,597,2152
870,1685,557,6017
136,140,1312,3579
909,588,410,6593
538,1869,1175,1859
648,626,1342,2671
163,994,1583,6903
348,11,1179,5816
979,938,400,1417
462,1364,56,626
867,447,202,6545
642,737,201,8477
503,891,453,3840
884,971,554,4234
150,154,1209,1137
889,804,133,3418
245,433,1045,4857
109,1688,1148,3954
584,1991,50,6340
797,869,252,8902
274,738,1129,1600
869,301,547,9088
66,1957,778,6990
49,1009,550,4642
815,1315,1587,7477
514,1164,1169,707
225,183,1687,9008
577,1310,1846,3066
505,699,385,6906
154,1794,810,8458
982,1346,1079,10491
873,1806,1644,2610
479,1161,1445,2540
110,1585,1009,9992
482,1937,593,6765
807,599,513,10393
892,993,1066,7732
767,1957,605,4326
273,1418,1088,5734
154,768,466,7753
650,1171,1596,4533
166,87,1347,3417
18,789,1427,5071
344,1309,1405,3358
902,1293,1315,2030
734,23,955,7599
568,1484,1231,7040
897,663,437,8313
293,1359,421,1989
644,1520,586,8968
461,1834,1564,7868
337,1721,1589,7582
803,1947,1308,5468
451,1161,1210,4671
343,430,553,7917
716,799,425,6886
630,1394,384,941
764,633,105,10741
84,669,375,5518
696,307,90,1097
736,801,109,6290
659,584,339,2255
388,355,1915,509
791,1475,904,1541
226,145,715,331
285,1190,1736,7219
283,1071,637,9534
692,463,452,3930
946,370,1572,2190
108,164,1148,8375
134,729,213,6999
937,956,380,10138
290,797,238,3572
886,1105,1386,3161
989,919,1527,4797
801,643,1612,9445
614,1425,764,1379
712,1199,544,5294
507,1224,539,3222
628,1660,393,2125
843,596,392,3681
821,1806,440,6857
28,1529,917,5094
393,1238,1094,882
26,235,1304,6400
466,1925,1910,2401
12,1032,59,2761
553,224,1842,9848
932,1828,1310,8744
444,1085,1372,10235
223,163,1443,7687
462,1543,1689,8239
20,1620,1051,8437
386,1231,1493,6672
647,818,103,10553
325,1124,1564,4474
732,1545,1129,6580
466,1830,276,8122
656,899,187,3001
521,1161,1366,6070
224,379,109,6904
652,353,742,9422
474,1717,1875,2172
617,1536,1156,7601
779,1776,539,6816
705,1519,620,5961
457,1392,1889,7008
639,1674,1819,917
212,98,316,1680
662,798,1616,9794
960,521,519,3278
480,314,1969,5016
895,1565,1502,6242
179,1043,559,6118
828,1316,1920,2611
537,1077,889,7167
526,264,981,3752
21,1481,801,9198
344,861,1301,3163
576,1153,349,4546
762,1129,911,1186
921,1780,583,3026
20,1932,1550,2490
744,519,1353,6638
407,1137,146,4201
486,1162,628,3377
527,1939,788,10402
415,177,841,3562
271,1949,1224,4322
204,1694,1577,3855
297,1468,444,8198
671,707,601,1845
945,1382,144,3894
552,1202,752,9180
107,476,1866,6223
636,1176,1127,870
151,1734,665,8063
12,1368,530,4782
714,1449,680,5842
78,524,728,4934
905,143,1608,9064
553,1442,680,3027
168,84,415,394
248,455,826,6408
120,1985,1253,4921
386,679,377,5743
438,104,1728,7986
271,1155,1890,4266
299,942,842,1709
720,395,1580,5484
472,1698,449,1809
157,1704,1986,5577
632,19,238,749
226,1968,1333,2094
420,1127,1705,2517
955,1233,1437,2768
972,252,18,10751
23,1159,222,8757
741,1259,853,3115
537,912,1677,2063
569,701,1885,7656
776,1700,1162,10237
637,1076,1710,9430
956,947,647,4570
786,683,1959,2935
539,93,939,3840
902,1882,212,9481
812,507,835,4492
981,380,1096,10775
127,1864,76,3409
93,409,1637,2789
702,550,1499,4853
420,87,1746,1725
271,1100,1465,987
483,577,1801,6328
4,716,1593,5762
156,141,892,3811
51,1166,351,6410
242,151,1181,8747
662,957,762,2942
773,655,449,3395
419,42,263,9498
952,1660,1291,5294
928,1357,1487,3417
816,176,62,2738
424,560,1330,6702
79,1821,954,8194
694,849,1278,8743
353,1814,1741,4382
618,1836,829,3681
665,1294,745,9017
292,1253,941,9967
716,1269,939,4608
115,734,1725,1852
528,1973,1111,4748
479,1089,661,7559
287,1863,1816,9849
667,1889,824,4062
476,1078,60,2930
24,271,245,4981
430,1340,1806,2717
277,1154,1125,9705
986,1315,1745,9136
316,337,578,6608
637,1510,622,10035
811,1592,794,9507
357,132,1606,9952
275,375,348,10234
876,110,868,4609
689,1181,1555,9581
343,328,121,5456
430,921,641,3435
558,762,468,5348
711,12,923,721
562,1855,1075,5783
438,1635,1728,4115
461,1074,1416,9625
806,1846,620,8140
269,1323,1645,5433
708,663,1443,9741
430,1640,1545,7290
20,1000,1388,8125
142,1675,1725,426
759,1515,228,7302
867,536,267,6437
352,1034,1343,6083
464,305,1725,8075
467,1378,627,2902
512,1037,1280,8035
463,442,1863,1492
876,616,1506,7460
849,520,629,8940
393,143,288,4844
918,256,1369,3884
785,1423,1230,8540
752,1195,463,1305
57,1175,622,324
125,1874,71,7260
840,1306,73,2080
877,496,1351,5036
989,579,909,3478
460,361,92,8318
51,383,574,5445
734,1904,345,9395
813,1238,1215,4100
874,718,780,2893
268,1403,1426,10049
95,599,10,5408
272,1038,777,4589
322,955,584,6146
572,1051,576,10183
832,1451,1673,9904
692,1789,988,1530
132,1317,742,9075
927,1127,203,9388
88,939,1398,4915
684,1299,1358,7671
823,1081,104,4326
4,1519,252,7828
356,1181,548,2431
342,1777,298,1654
203,1843,100,2487
673,835,1774,9248
572,873,380,3380
470,446,108,9465
463,1835,1943,9751
496,217,1245,7017
701,277,1008,7056
836,1009,874,4555
62,753,1625,4833
555,29,358,3251
238,85,1257,6034
539,364,1800,1347
197,904,1292,3490
780,802,788,10277
682,179,1825,4141
29,1186,1806,2448
665,773,509,4889
208,352,799,7779
62,1248,411,6425
840,117,481,10228
56,589,658,4623
831,782,389,4355
719,868,467,7470
432,1561,1233,10149
307,1014,1970,6544
574,1332,1719,10365
759,1613,859,9995
465,1276,12,5784
652,1074,786,2519
604,121,1234,1979
106,1708,1179,8236
876,81,491,6277
599,1296,1603,9402
300,1596,122,7292
619,329,1432,3935
45,1134,769,1643
76,709,793,5025
728,538,600,7300
168,256,1212,806
813,898,1526,4979
128,676,1842,773
712,549,1137,6596
707,1966,985,7375
859,1637,1357,948
267,1362,797,9282
599,1758,1222,1149
764,1715,1785,9015
749,1505,1046,5973
584,295,5,6165
418,1891,794,4596
869,824,1808,10304
866,986,1070,4345
160,1645,1036,9297
57,364,1625,9889
383,1815,1244,6474
884,1795,1648,3517
802,273,1578,7592
509,1884,1638,4010
429,1352,1210,1318
339,59,1784,9104
577,1974,781,9281
939,910,1025,8185
25,831,1007,4185
809,625,1815,4860
588,997,733,2818
797,958,206,5982
371,1911,515,7746
927,1792,746,7124
35,394,1097,2318
530,1360,1699,5514
789,729,239,1400
832,1288,138,9461
824,384,629,10475
266,1749,567,7103
793,804,1710,7899
431,973,639,7706
18,324,441,8733
338,225,1087,3915
139,559,713,6625
66,925,1940,2327
823,256,576,1846
529,37,24,10300
368,1594,987,8881
260,382,1832,7495
623,1456,1071,4380
919,1454,55,8987
973,68,1751,9614
626,1472,792,1910
677,489,745,2337
578,1682,315,5931
766,1025,1864,1669
581,1979,1389,9950
971,1808,1584,9492
819,915,433,9647
202,56,1585,6212
638,1201,1316,1050
934,1294,416,7573
954,246,1171,4787
409,636,1727,2824
832,1629,737,3418
79,1111,712,5650
687,1936,1405,10443
112,1596,1806,8784
622,538,213,7179
820,697,1566,7100
136,813,1438,3018
644,1000,236,3163
883,1852,557,5283
839,1103,646,9685
188,819,1782,368
276,1738,111,4401
736,1845,1654,3755
102,492,1354,866
106,1896,1509,4241
574,1578,879,5612
915,1572,813,7714
953,643,1359,4343
756,1912,1763,10730
172,80,684,1236
917,374,1593,3373
844,667,448,6525
998,1450,1444,2344
330,679,1189,7327
721,1672,460,10095
190,463,911,4322
669,1641,363,3122
830,637,1193,1368
224,336,1495,2527
683,1011,652,7104
322,904,978,570
953,1877,1873,10185
507,769,1201,1898
960,1566,1824,3132
547,1546,1440,1882
133,390,895,2392
36,1149,1517,6651
92,1499,1972,5626
74,1810,1872,8765
755,133,1642,1565
182,1585,848,5166
716,22,565,8064
458,964,234,8014
698,1187,1794,4411
677,1206,1592,4381
626,1113,1987,1836
408,971,256,4153
206,51,1361,7997
244,1090,1648,1735
332,777,831,7633
672,1860,1091,7132
524,1972,1651,3572
293,1283,590,5212
953,1986,585,3887
983,183,1046,7093
915,290,1855,2732
747,478,1594,7360
272,1666,1090,4591
378,284,600,1653
625,188,988,7856
663,387,240,3540
25,416,1941,4039
679,1494,852,4766
543,451,276,1690
732,1758,212,969
717,1145,1250,2839
932,1290,540,8541
853,450,1472,5448
609,1525,1170,10346
90,789,333,4073
475,890,1165,8609
888,1888,332,6494
725,1419,54,9903
187,1446,1440,1810
568,324,1733,7794
618,1054,984,1340
953,864,716,2048
194,471,73,4021
533,588,1410,4818
697,563,1953,1692
879,466,598,6560
84,1932,736,4745
591,1604,1143,1583
840,1979,1350,3623
76,469,492,8423
329,285,1979,6011
382,311,308,10350
432,964,1136,6393
376,1486,1971,5144
340,964,928,6100
176,1829,1505,5380
425,896,771,7977
423,511,1497,8669
966,199,1811,1050
173,1708,1526,6149
405,1241,1110,8552
81,798,1523,7165
20,832,1769,2799
690,1138,1241,6745
397,690,527,3066
329,845,892,1337
224,480,1777,2588
776,1676,897,4462
401,638,1044,7169
780,814,917,2979
762,415,1471,10313
784,166,383,1693
893,809,996,4332
854,472,992,6736
920,1773,1043,3833
437,489,1756,5132
271,891,88,1277
279,349,1107,7393
222,306,1873,1365
586,739,1983,8138
662,734,420,1886
936,992,410,5431
870,853,1663,9129
508,1133,1890,9714
341,1824,1054,522
928,1291,1034,7260
616,1567,1592,5562
41,341,1505,7491
175,979,1207,3120
244,1033,1615,9090
252,1725,579,3938
273,636,426,2561
958,1459,96,3789
333,660,1301,9246
603,456,1818,3851
10,1836,1031,9402
151,1660,1146,8652
188,203,517,1213
959,516,442,5371
675,688,849,6577
637,1461,1468,10361
210,1048,505,3853
972,679,1361,9531
96,1118,1568,4746
820,892,952,2069
338,1871,494,3321
46,1670,1869,4621
819,1854,1391,8266
735,549,1685,9866
974,540,143,5083
56,1764,1599,4079
74,1292,1863,8043
253,267,168,842
662,32,376,2444
570,1463,1515,5138
836,721,945,10235
951,1882,1635,5363
597,1079,225,9635
169,1220,1677,4849
145,998,1629,9135
838,956,918,1308
32,1161,472,4859
514,552,1633,5581
795,1252,316,3789
256,1744,1750,3385
125,560,1224,6292
958,1503,1911,2271
112,122,341,6658
814,1671,1082,10053
804,1803,259,10083
341,94,1148,8275
47,253,6,5405
363,1534,1604,645
786,541,1608,8395
397,1938,1231,1795
194,265,911,2927
850,332,1100,4917
736,46,621,3093
724,209,887,3962
320,1545,414,10284
793,1284,1100,8782
137,1511,1154,7347
354,739,162,1141
844,194,1884,9078
69,849,1354,5853
810,827,485,5453
581,1436,329,4902
482,990,1170,5210
719,1834,142,6359
711,626,1388,4121
58,1187,480,1416
770,672,516,10166
388,1626,1622,925
852,1475,1510,4720
350,1589,899,4926
845,606,222,5370
868,1100,1741,4451
338,1837,821,8236
676,1886,164,2026
756,1093,1241,9892
595,1724,1868,4451
435,1147,18,3060
449,1951,1045,4756
376,449,551,9418
958,694,586,3883
390,1458,106,9577
480,1109,1859,7194
820,1160,1881,8017
113,606,837,6119
745,601,1594,9286
773,1095,1805,2310
902,1835,1508,3630
171,222,1655,7552
17,433,1960,4363
234,883,491,2600
309,809,960,7337
894,1611,648,7762
668,1278,475,4543
722,169,1340,6763
280,344,444,3881
830,1361,627,5004
195,1711,455,1118
114,810,187,732
396,710,528,4796
671,1941,1590,7013
666,1804,302,3969
562,437,540,9801
417,796,559,10307
283,1698,1526,5863
584,1124,1606,8184
327,684,1164,8449
340,709,1863,422
621,683,827,713
797,1542,1709,7557
220,301,1109,7595
8,532,768,7845
908,1404,443,7632
81,1257,1538,3129
831,738,795,2298
293,1462,1848,5782
374,1789,480,3072
533,964,1448,9516
414,1198,1867,889
98,1694,1883,8793
681,17,43,911
701,921,1400,7722
617,1851,1425,10395
831,1591,30,10797
969,1915,897,7802
776,444,1258,3032
381,529,1936,4351
862,1606,873,5700
939,1885,75,1322
503,316,1835,1263
446,24,1455,5689
679,1137,1758,4631
343,1189,1012,1285
424,0,1922,3119
624,1597,319,1920
839,1741,1640,2986
305,1273,1548,7179
147,897,1975,9978
848,1919,1279,5244
731,1167,1681,1339
453,1699,1192,1334
937,232,1926,8253
32,1319,1490,4923
731,705,233,7211
500,844,1255,8005
318,1642,502,2312
696,591,745,2019
192,427,696,7960
872,799,363,1883
179,145,835,7082
866,134,625,1554
983,490,1670,5051
517,1026,912,9951
390,1133,1244,3837
520,1459,917,8417
356,901,165,7611
572,1497,1040,8647
463,482,542,9095
929,930,399,10345
674,1169,878,3136
98,829,1903,5221
147,758,162,4325
569,501,546,6718
726,380,869,2478
315,1934,1556,4944
181,1001,608,6097
546,54,982,5092
302,1963,704,3661
557,599,1871,5570
598,1750,603,8202
3,234,1719,4017
777,194,1550,1676
106,0,560,1295
74,412,537,726
39,234,348,8035
638,1504,1862,1620
694,415,1909,1269
118,1074,80,8642
72,640,881,4379
551,622,1703,9031
203,1165,355,6956
976,1644,1019,8716
95,901,672,1150
278,126,204,6304
142,965,1742,4511
114,150,239,1438
475,1128,1960,4070
883,496,1463,4710
997,157,171,3320
132,1334,1426,2014
167,675,658,1320
913,1486,366,4283
244,1893,254,8532
276,94,1883,552
974,682,761,6378
258,1507,1756,5550
45,1446,835,8568
345,1835,132,4543
846,669,1564,4542
894,1689,1316,4096
236,1138,1972,2322
52,1786,1145,358
147,1404,560,1030
698,1524,296,7361
532,1486,1461,6721
89,220,994,4378
232,7,543,3821
726,1417,268,4367
880,1698,60,8216
50,796,1118,5158
664,1493,660,2826
835,1537,1713,7544
627,481,1922,5794
393,1219,854,3534
213,211,664,6344
450,1897,1674,5053
338,1177,1272,492
350,1971,815,3980
648,513,1111,9300
284,641,504,1680
932,1264,1676,9914
877,1259,1013,7674
582,1223,1985,7176
244,1525,1673,3953
549,1257,713,2416
727,415,147,10607
638,1384,307,1214
583,161,868,7846
225,124,1479,3989
826,1930,1899,9379
440,1513,1784,896
473,958,532,4034
443,81,855,3553
795,922,11,4324
411,448,1215,5318
813,25,1806,5781
245,1568,61,8786
582,606,1058,5129
706,1611,890,4789
499,594,1048,607
981,1854,1035,8732
950,1627,0,2181
549,1159,1219,1125
116,1499,1830,356
749,1203,515,8315
363,762,1044,6172
913,1128,577,7634
203,48,527,573
350,761,1878,6404
318,1825,928,415
358,1660,318,5964
516,697,1889,8672
939,1801,782,10626
488,1720,1750,2943
668,1979,1288,4114
106,968,1487,9703
739,1842,96,5550
653,1349,73,8480
825,757,1941,3516
171,1907,1789,1143
657,409,330,10361
518,770,1843,8324
854,1723,253,3777
864,819,1770,5865
957,331,1421,1765
812,746,835,8288
527,1929,1138,6490
319,227,833,6254
36,817,1549,4266
498,949,426,825
664,1645,277,1346
264,65,166,387
694,402,1935,1447
667,111,1297,8781
648,596,650,2254
907,323,1816,7432
401,1437,428,3979
986,888,1084,5652
601,1377,392,7809
951,485,1540,10611
217,1203,1023,3062
329,442,1859,3267
185,92,1685,6504
380,1231,1001,2807
208,1596,306,8564
562,317,1136,10263
287,453,190,8443
87,1210,830,6994
943,186,818,8675
135,131,871,6021
157,1823,1399,9549
793,1122,1865,5961
919,581,170,4200
154,1082,180,8964
462,1496,1118,3174
219,1616,174,5173
458,53,694,4181
166,1341,1890,1852
321,832,579,7761
690,281,359,2296
840,1654,891,10385
561,640,1031,4800
812,340,471,9622
511,1718,1727,5614
86,1106,1116,8631
544,823,1291,824
274,1606,528,5206
140,121,891,3690
717,1339,837,2676
735,1828,1233,1124
624,752,885,5807
789,727,716,4656
915,1239,79,5275
352,901,890,2405
4,17,1188,5012
381,740,1369,8740
723,1536,318,7039
767,1894,265,2933
333,774,1847,8439
474,412,1275,6746
985,1839,723,1171
927,722,1401,6109
29,1940,297,9518
346,508,1973,2991
921,364,546,2137
593,1497,738,5220
492,58,1274,1697
982,762,389,7685
747,855,148,974
494,764,604,3107
855,863,799,2991
387,1021,1092,7698
872,1109,785,7830
834,1649,1207,1083
252,908,1341,2524
629,1732,898,6667
938,484,1922,3956
29,1715,1915,2244
622,1757,1809,2779
911,1443,1952,2707
765,815,1447,4009
710,1670,1848,8756
806,1396,567,1102
341,1594,1593,2268
808,1950,619,3064
286,585,166,7707
944,1380,1327,6145
396,1907,1205,1853
508,1738,1990,4054
936,1116,840,8297
243,329,1746,3907
220,784,648,10001
155,929,940,7809
382,1670,1679,477
747,645,625,4679
319,1660,715,9870
372,1833,1548,7284
530,1108,1481,6670
214,675,91,1953
366,36,1788,1718
113,866,1916,5037
199,1921,1201,5956
24,1894,1641,1566
933,1663,341,6177
120,971,1280,950
741,1829,242,2346
610,414,1650,5255
857,681,1402,8794
2,652,1849,6854
897,121,1275,7413
772,310,600,993
444,1515,574,4395
253,1510,1496,8975
19,71,520,6512
203,1117,1396,9776
805,1359,663,4922
975,1891,39,6383
356,1277,965,1109
127,1780,1900,1315
357,700,510,7465
291,983,458,7778
173,340,56,8773
732,815,1963,1528
354,463,246,5499
880,416,1054,7557
36,1669,107,896
309,417,1643,4480
660,1295,682,8835
916,1609,255,1281
603,1151,837,2117
581,552,180,5517
83,570,856,3017
509,1047,1496,10284
443,591,133,941
419,899,481,1788
204,936,347,9647
487,582,725,9377
778,1244,307,8894
87,1720,718,8410
251,1265,157,5615
722,650,1818,812
854,422,1095,1325
30,1612,1068,6114
868,1878,651,10325
420,1950,91,4902
827,1627,1215,5953
60,1387,178,1171
578,876,901,1175
225,1618,739,9324
924,1135,1786,8542
962,1703,1018,2316
334,303,1726,8211
838,437,1193,3227
578,380,985,4653
639,668,499,1102
110,1572,564,1182
490,1573,1722,5936
271,754,299,744
812,726,730,5795
33,1331,1275,971
211,874,1231,1521
299,1759,1732,7490
372,607,25,2712
124,634,1209,3644
102,1074,1914,4158
992,1183,207,2078
717,1790,1973,8414
119,7,1432,7223
681,539,1741,7413
546,1251,639,805
893,1747,1774,2549
330,1818,1780,6620
757,347,792,6670
851,1067,1005,8824
925,1165,1671,1516
308,448,591,6175
569,1742,855,10193
411,1266,1590,5988
398,439,1079,626
933,1849,418,10493
305,655,1031,1929
652,1708,1758,7742
622,1717,502,4601
162,244,1501,901
622,1406,154,7143
663,114,1413,3837
887,299,1041,5936
64,1427,1836,2711
617,954,1628,7053
215,1376,1017,5601
602,540,469,5173
913,1019,1544,7507
953,675,524,8433
25,1892,1350,1210
668,488,1485,1257
583,1187,371,4800
43,976,1447,7691
89,381,154,1224
132,673,67,3552
160,672,390,161
743,306,1870,1634
379,1487,969,8261
260,1658,186,8322
382,784,1396,3935
368,407,1148,6437
110,562,1201,9273
675,1862,1193,7632
76,1259,1583,4280
208,1300,849,8679
12,1550,324,5796
920,843,573,2618
569,548,645,3453
897,1513,1031,4476
855,532,1950,8050
547,1048,654,2798
24,944,554,4664
545,1208,553,2901
139,316,397,3553
274,595,545,9474
369,1943,915,6077
873,1821,1111,2951
221,1030,1827,4416
36,1075,1678,2750
874,1419,1244,7821
128,1166,1884,1466
315,1584,1300,4004
322,297,1003,6936
432,233,574,1173
217,1494,92,950
846,51,318,8685
941,1592,1143,2747
247,1066,646,2000
110,1283,196,7468
815,254,731,6672
731,1525,989,1755
707,513,1730,10381
146,1733,1322,5910
343,619,452,5552
508,667,1561,4062
