db1.tbl5_fact.col1,db1.tbl5_fact.col2,db1.tbl5_fact.col3,db1.tbl5_fact.col4
1,1463,1,9128
13,445,1,1
87,1511,1,8269
1,1951,1,7612
6,1554,1,2629
1,1655,1,6135
74,920,1,574
805,343,1,1549
274,1423,1,8378
827,221,1,6046
315,1030,1,3493
338,15,1,8226
42,1776,1,7840
27,227,1,9813
12,808,1,5690
256,1688,1,1897
2,436,1,2456
1,1989,1,9993
677,768,1,5417
1,225,1,5384
841,1049,1,1406
131,1205,1,4539
7,633,1,1187
104,1820,1,2140
256,1933,1,2679
4,1465,1,3795
180,1726,1,2720
231,1210,1,8049
4,1901,1,4603
1,136,1,4451
3,1863,1,3958
3,85,1,6070
1,859,1,8680
129,1802,1,279
10,998,1,2592
421,402,1,8842
4,938,1,355
17,540,1,2243
67,1387,1,4900
400,243,1,6237
28,1189,1,2481
9,882,1,558
370,1729,1,3487
6,1162,1,162
1,1021,1,6245
16,1737,1,699
200,1726,1,3545
1,1716,1,3778
45,1435,1,2206
48,20,1,492
586,1234,1,1993
5,1723,1,1033
5,1174,1,3284
15,845,1,6017
8,370,1,4920
139,1977,1,5975
68,242,1,8978
165,554,1,1834
260,213,1,992
562,611,1,6985
14,769,1,6347
892,1872,1,1784
3,1179,1,5185
118,976,1,1185
31,370,1,1669
254,849,1,6834
20,279,1,5825
199,1070,1,572
593,757,1,4301
135,555,1,3739
187,667,1,584
1,1942,1,7324
3,745,1,8500
825,1065,1,8254
101,1229,1,7541
38,1671,1,5580
9,308,1,4571
1,99,1,5692
9,1377,1,1960
24,62,1,8031
3,1316,1,5127
2,935,1,3763
25,1894,1,2787
45,52,1,1543
3,1513,1,1676
46,1030,1,34
474,834,1,2800
19,1001,1,7497
344,1263,1,1856
580,834,1,6924
1,1724,1,2686
1,1897,1,1058
20,1327,1,6939
46,815,1,4502
14,1907,1,7598
6,1426,1,6572
68,1359,1,4389
1,1214,1,6023
788,1790,1,2628
3,1741,1,3821
538,338,1,7248
1,1892,1,3644
3,1455,1,6192
3,1797,1,3763
972,1244,1,5988
1,712,1,8799
67,224,1,2356
377,182,1,1334
86,443,1,4009
8,1259,1,2474
732,1938,1,6144
451,234,1,3734
14,1575,1,2087
41,893,1,3351
785,1633,1,8568
878,1442,1,1953
16,436,1,3711
319,1304,1,1694
5,1974,1,8264
9,1301,1,1775
2,806,1,574
3,1325,1,6486
77,420,1,4665
26,1569,1,5060
3,1918,1,5363
11,1901,1,4067
9,732,1,6472
910,1136,1,6114
334,852,1,8345
10,1783,1,5375
525,64,1,8921
7,301,1,9745
83,368,1,3664
779,1035,1,6695
10,176,1,6142
91,629,1,6287
5,217,1,6161
4,1383,1,9192
41,899,1,7143
857,1015,1,5022
17,1438,1,6871
627,707,1,6309
527,21,1,9327
4,1760,1,4743
11,1018,1,3146
69,639,1,8144
27,873,1,2716
1,231,1,8546
954,1004,1,5394
157,1315,1,9495
15,656,1,4083
57,1116,1,3732
1,1946,1,8702
23,462,1,1538
596,1163,1,8093
461,1991,1,178
7,858,1,2377
30,84,1,7739
104,239,1,8993
7,1412,1,6832
1,1880,1,3244
25,838,1,3667
51,61,1,938
1,1142,1,3028
1,391,1,2021
3,1312,1,7203
8,1903,1,1975
32,751,1,9711
5,1385,1,1259
4,634,1,7053
376,19,1,3111
2,1554,1,9435
23,165,1,2754
703,616,1,5795
60,1835,1,2676
120,912,1,420
14,1961,1,8845
1,1880,1,2872
71,223,1,868
64,1450,1,8366
1,229,1,8005
18,1988,1,4733
531,1880,1,9752
3,755,1,4128
18,695,1,4593
18,603,1,2243
243,790,1,2489
269,220,1,1513
165,1813,1,5617
9,787,1,2772
1,1316,1,1644
8,1909,1,24
91,1658,1,2338
108,241,1,2944
770,1013,1,8023
17,823,1,4727
64,1666,1,1717
32,1441,1,7095
2,875,1,4134
18,1417,1,6530
33,1937,1,745
692,442,1,4178
9,227,1,8186
862,266,1,5941
33,488,1,50
3,995,1,6813
2,871,1,6218
2,551,1,3050
17,180,1,5226
1,302,1,7869
16,1263,1,3890
917,682,1,7952
85,1904,1,9815
166,838,1,9980
1,48,1,7636
19,1651,1,5776
5,1926,1,3356
453,604,1,9206
2,966,1,8346
17,1352,1,6262
46,1475,1,2315
26,652,1,3457
281,1958,1,7409
3,1419,1,4267
9,1694,1,8809
211,908,1,3050
29,526,1,4644
11,1894,1,5305
1,705,1,1926
158,1612,1,6846
812,939,1,6811
58,1637,1,2458
342,961,1,6883
27,983,1,7821
3,1606,1,9804
1,1692,1,4242
75,1810,1,3110
23,1648,1,5246
196,1627,1,9820
102,1176,1,7964
914,626,1,4441
26,91,1,7611
14,1356,1,1999
5,1075,1,1132
20,798,1,1993
386,1901,1,8048
1,921,1,8706
848,1532,1,5041
952,1877,1,713
49,1029,1,215
7,1141,1,5747
3,1974,1,8796
4,269,1,6982
1,148,1,3770
20,1807,1,4868
1,1755,1,8862
122,1496,1,1081
9,1102,1,9618
2,1685,1,475
33,140,1,9324
822,588,1,863
102,1869,1,9004
22,626,1,4273
188,994,1,8679
140,11,1,8884
445,938,1,3109
3,1364,1,268
348,447,1,8977
5,737,1,3874
643,891,1,6532
5,971,1,2402
579,154,1,4910
763,804,1,2317
2,433,1,8177
827,1688,1,7610
1,1991,1,1202
3,869,1,5187
16,738,1,277
954,301,1,5328
22,1957,1,8499
35,1009,1,631
102,1315,1,2586
789,1164,1,6662
198,183,1,7442
3,1310,1,7401
5,699,1,1138
1,1794,1,6969
70,1346,1,1714
2,1806,1,9241
4,1161,1,9776
433,1585,1,3352
6,1937,1,8094
39,599,1,6216
11,993,1,9144
1,1957,1,1225
8,1418,1,5446
12,768,1,8225
458,1171,1,97
6,87,1,4359
10,789,1,3142
197,1309,1,7981
165,1293,1,172
221,23,1,4854
708,1484,1,9093
217,663,1,8934
12,1359,1,5432
263,1520,1,7538
25,1834,1,8583
4,1721,1,959
5,1947,1,4671
3,1161,1,8536
2,430,1,3482
2,799,1,1570
1,1394,1,7932
434,633,1,8648
597,669,1,5543
45,307,1,8636
303,801,1,3482
2,584,1,7932
479,355,1,5694
25,1475,1,1418
1,145,1,5857
2,1190,1,7677
6,1071,1,7012
1,463,1,6710
6,370,1,671
1,164,1,5414
3,729,1,6002
4,956,1,2285
959,797,1,5441
3,1105,1,8292
3,919,1,2788
96,643,1,7858
349,1425,1,408
10,1199,1,978
394,1224,1,5554
7,1660,1,8335
2,596,1,7453
7,1806,1,8912
54,1529,1,9652
9,1238,1,8610
86,235,1,9297
3,1925,1,545
107,1032,1,7154
8,224,1,6961
17,1828,1,7545
37,1085,1,6303
96,163,1,5906
3,1543,1,8965
293,1620,1,9886
125,1231,1,9261
3,818,1,4224
830,1124,1,1574
81,1545,1,4973
17,1830,1,3794
2,899,1,7520
30,1161,1,2654
2,379,1,541
14,353,1,2212
12,1717,1,9751
123,1536,1,8323
2,1776,1,5544
264,1519,1,3821
6,1392,1,2232
16,1674,1,9018
182,98,1,2719
61,798,1,7691
6,521,1,1023
10,314,1,5355
6,1565,1,4227
48,1043,1,8889
7,1316,1,9230
128,1077,1,814
43,264,1,3838
2,1481,1,8851
6,861,1,1084
3,1153,1,2975
10,1129,1,9376
27,1780,1,5567
25,1932,1,6682
159,519,1,2625
2,1137,1,5506
670,1162,1,7550
7,1939,1,2733
5,177,1,1998
95,1949,1,9441
233,1694,1,7676
10,1468,1,7778
150,707,1,4344
419,1382,1,8204
175,1202,1,3608
1,476,1,8929
275,1176,1,510
185,1734,1,9461
84,1368,1,6095
166,1449,1,5746
858,524,1,4817
14,143,1,3043
1,1442,1,4911
18,84,1,6573
1,455,1,1059
5,1985,1,4301
45,679,1,9082
6,104,1,5504
95,1155,1,2953
264,942,1,5697
13,395,1,7611
474,1698,1,2745
1,1704,1,9701
302,19,1,7638
277,1968,1,3034
6,1127,1,6035
5,1233,1,9960
6,252,1,9325
244,1159,1,1202
284,1259,1,249
7,912,1,8004
47,701,1,5277
2,1700,1,8422
19,1076,1,2676
992,947,1,9477
2,683,1,2876
676,93,1,8513
268,1882,1,7295
813,507,1,28
2,380,1,510
3,1864,1,641
1,409,1,3251
127,550,1,3748
70,87,1,2720
2,1100,1,3904
210,577,1,5006
5,716,1,9504
2,141,1,3337
13,1166,1,9683
1,151,1,1419
4,957,1,7600
9,655,1,9651
330,42,1,3460
212,1660,1,4905
15,1357,1,7313
127,176,1,7343
40,560,1,9530
7,1821,1,5249
129,849,1,3082
94,1814,1,347
58,1836,1,117
57,1294,1,9613
93,1253,1,3083
10,1269,1,1632
375,734,1,2000
2,1973,1,8060
420,1089,1,7270
7,1863,1,8133
1,1889,1,6099
50,1078,1,8999
9,271,1,7004
251,1340,1,1692
14,1154,1,2705
84,1315,1,5541
6,337,1,3436
3,1510,1,8403
10,1592,1,9883
53,132,1,1778
77,375,1,3148
43,110,1,8058
915,1181,1,2500
99,328,1,687
599,921,1,5067
1,762,1,9122
1,12,1,9507
6,1855,1,2834
2,1635,1,9966
29,1074,1,2246
27,1846,1,1186
42,1323,1,2465
149,663,1,8576
807,1640,1,1522
402,1000,1,980
1,1675,1,4178
7,1515,1,3611
4,536,1,7472
2,1034,1,5701
33,305,1,7574
35,1378,1,1954
3,1037,1,5547
116,442,1,9677
136,616,1,884
1,520,1,4824
11,143,1,124
440,256,1,526
28,1423,1,2087
8,1195,1,6412
4,1175,1,6100
3,1874,1,9569
1,1306,1,4407
255,496,1,4136
1,579,1,8027
5,361,1,4877
1,383,1,8773
195,1904,1,1994
1,1238,1,4526
6,718,1,8649
41,1403,1,9644
12,599,1,204
5,1038,1,4214
4,955,1,5924
220,1051,1,6366
823,1451,1,4993
8,1789,1,6207
1,1317,1,7502
1,1127,1,7460
165,939,1,2193
35,1299,1,5050
198,1081,1,2710
104,1519,1,9375
501,1181,1,2829
426,1777,1,9151
205,1843,1,4075
20,835,1,5951
6,873,1,69
25,446,1,1638
24,1835,1,5664
54,217,1,8394
2,277,1,8458
76,1009,1,6252
17,753,1,3126
58,29,1,7095
3,85,1,7506
15,364,1,6334
3,904,1,239
393,802,1,5047
22,179,1,8018
3,1186,1,291
1,773,1,6465
88,352,1,1809
3,1248,1,955
925,117,1,7033
31,589,1,1931
5,782,1,6990
77,868,1,8476
4,1561,1,8999
261,1014,1,7780
6,1332,1,5131
916,1613,1,6586
52,1276,1,2677
312,1074,1,3572
1,121,1,3760
8,1708,1,9811
140,81,1,5122
76,1296,1,9001
2,1596,1,3787
8,329,1,942
4,1134,1,8232
55,709,1,1339
7,538,1,4653
6,256,1,1322
3,898,1,1655
12,676,1,3069
2,549,1,4739
756,1966,1,6594
2,1637,1,8587
523,1362,1,792
14,1758,1,6677
9,1715,1,744
3,1505,1,6525
65,295,1,6575
95,1891,1,194
19,824,1,7895
1,986,1,4275
544,1645,1,3898
864,364,1,8410
14,1815,1,3583
55,1795,1,5084
16,273,1,8130
6,1884,1,5344
1,1352,1,7518
17,59,1,7790
257,1974,1,3904
1,910,1,1786
44,831,1,7963
410,625,1,9375
3,997,1,524
2,958,1,3297
182,1911,1,6957
4,1792,1,4480
2,394,1,7712
10,1360,1,5686
11,729,1,6648
390,1288,1,8561
58,384,1,7795
12,1749,1,5591
31,804,1,4384
709,973,1,399
1,324,1,2152
3,225,1,5431
756,559,1,3881
727,925,1,127
2,256,1,2088
2,37,1,1771
13,1594,1,7026
1,382,1,8439
76,1456,1,5926
1,1454,1,3319
1,68,1,2082
21,1472,1,2058
729,489,1,5288
14,1682,1,5904
8,1025,1,5336
985,1979,1,2990
30,1808,1,7576
9,915,1,5722
10,56,1,7079
2,1201,1,340
26,1294,1,2729
15,246,1,1592
4,636,1,7844
2,1629,1,5784
6,1111,1,3162
25,1936,1,9501
1,1596,1,8176
2,538,1,4630
676,697,1,6902
33,813,1,2298
1,1000,1,5451
101,1852,1,7291
1,1103,1,4945
142,819,1,9702
154,1738,1,5319
73,1845,1,3808
135,492,1,13
1,1896,1,4035
129,1578,1,5531
2,1572,1,9773
7,643,1,3434
652,1912,1,4634
24,80,1,2052
784,374,1,3877
1,667,1,5909
20,1450,1,6131
1,679,1,6428
63,1672,1,1824
1,463,1,3431
2,1641,1,2741
4,637,1,1789
153,336,1,1953
2,1011,1,9144
317,904,1,3421
1,1877,1,3028
1,769,1,3102
11,1566,1,5874
858,1546,1,3589
1,390,1,3846
1,1149,1,5738
155,1499,1,9340
6,1810,1,1418
121,133,1,3910
2,1585,1,4746
18,22,1,2773
4,964,1,5176
16,1187,1,6276
178,1206,1,2250
168,1113,1,3859
27,971,1,1626
585,51,1,2750
4,1090,1,2606
3,777,1,1848
56,1860,1,7208
59,1972,1,8771
1,1283,1,1137
53,1986,1,3134
9,183,1,1158
151,290,1,7453
238,478,1,9842
35,1666,1,7276
1,284,1,5414
66,188,1,4373
153,387,1,5612
4,416,1,1587
18,1494,1,2324
774,451,1,234
5,1758,1,9458
3,1145,1,7917
3,1290,1,32
37,450,1,9564
687,1525,1,8952
53,789,1,3204
5,890,1,5895
67,1888,1,1795
60,1419,1,762
49,1446,1,4081
2,324,1,282
65,1054,1,4072
14,864,1,4626
1,471,1,5979
32,588,1,9008
923,563,1,4560
8,466,1,1471
773,1932,1,3288
1,1604,1,4260
135,1979,1,5707
1,469,1,511
4,285,1,7962
40,311,1,8747
47,964,1,6785
186,1486,1,9499
56,964,1,5494
48,1829,1,259
519,896,1,6589
17,511,1,9417
3,199,1,1666
2,1708,1,9596
11,1241,1,1866
117,798,1,766
1,832,1,8257
1,1138,1,3450
1,690,1,2706
45,845,1,5766
3,480,1,4975
2,1676,1,196
47,638,1,1384
168,814,1,2436
7,415,1,1451
43,166,1,8415
1,809,1,7925
616,472,1,7059
7,1773,1,7317
982,489,1,5629
852,891,1,442
191,349,1,9630
1,306,1,2368
33,739,1,4866
1,734,1,9075
456,992,1,7160
207,853,1,451
813,1133,1,7040
53,1824,1,5199
28,1291,1,8935
27,1567,1,7287
10,341,1,9737
19,979,1,3351
65,1033,1,2830
606,1725,1,2614
49,636,1,1916
343,1459,1,7213
358,660,1,9441
27,456,1,528
8,1836,1,4820
67,1660,1,7880
16,203,1,8433
1,516,1,8557
9,688,1,1209
957,1461,1,4121
1,1048,1,6477
103,679,1,2962
305,1118,1,4777
72,892,1,2418
40,1871,1,1617
112,1670,1,9228
14,1854,1,8912
1,549,1,4683
755,540,1,9166
14,1764,1,6826
82,1292,1,1847
30,267,1,1372
1,32,1,1467
702,1463,1,8883
212,721,1,88
2,1882,1,2513
872,1079,1,8686
140,1220,1,1246
19,998,1,6117
55,956,1,9334
1,1161,1,4232
37,552,1,978
1,1252,1,8734
33,1744,1,6723
35,560,1,9595
391,1503,1,9003
128,122,1,4508
4,1671,1,3493
434,1803,1,4926
41,94,1,1134
53,253,1,4866
2,1534,1,7770
345,541,1,8761
597,1938,1,3001
186,265,1,9514
642,332,1,7667
5,46,1,6705
354,209,1,7366
22,1545,1,6633
2,1284,1,1768
84,1511,1,2075
94,739,1,1142
5,194,1,1078
1,849,1,4600
2,827,1,6121
11,1436,1,8344
2,990,1,4833
2,1834,1,8671
11,626,1,1686
752,1187,1,3492
171,672,1,1372
6,1626,1,5460
696,1475,1,3424
71,1589,1,9889
17,606,1,3977
19,1100,1,1399
12,1837,1,5362
3,1886,1,1402
10,1093,1,9901
29,1724,1,1413
29,1147,1,6431
168,1951,1,3231
8,449,1,7522
120,694,1,5850
43,1458,1,6057
752,1109,1,4723
10,1160,1,8110
478,606,1,1265
261,601,1,2260
66,1095,1,363
75,1835,1,6277
1,222,1,9725
689,433,1,6421
1,883,1,5385
38,809,1,6749
7,1611,1,9576
14,1278,1,7832
54,169,1,667
506,344,1,2813
17,1361,1,2476
913,1711,1,6974
47,810,1,3101
2,710,1,3402
2,1941,1,5016
119,1804,1,2552
1,437,1,2152
20,796,1,6638
2,1698,1,388
14,1124,1,5865
154,684,1,3162
17,709,1,2381
2,683,1,8569
4,1542,1,4336
9,301,1,1281
1,532,1,744
45,1404,1,7357
53,1257,1,3487
1,738,1,8024
11,1462,1,1069
12,1789,1,9201
7,964,1,6972
37,1198,1,7527
7,1694,1,8535
13,17,1,631
220,921,1,298
2,1851,1,8149
58,1591,1,8890
25,1915,1,5317
6,444,1,1506
130,529,1,2826
35,1606,1,8571
20,1885,1,8898
83,316,1,2415
228,24,1,5657
815,1137,1,8963
62,1189,1,9287
391,0,1,5148
1,1597,1,4445
30,1741,1,7548
3,1273,1,9424
1,897,1,1447
30,1919,1,2403
150,1167,1,5643
12,1699,1,1827
85,232,1,7919
22,1319,1,3848
15,705,1,1093
5,844,1,4678
10,1642,1,1721
8,591,1,883
71,427,1,124
1,799,1,3491
1,145,1,5798
79,134,1,603
34,490,1,3832
14,1026,1,5461
2,1133,1,8497
12,1459,1,6947
207,901,1,3229
438,1497,1,9444
108,482,1,9129
1,930,1,6509
85,1169,1,2314
3,829,1,3290
6,758,1,6997
2,501,1,4845
187,380,1,2199
72,1934,1,8878
55,1001,1,4236
83,54,1,8247
3,1963,1,3213
16,599,1,4170
64,1750,1,3207
66,234,1,642
211,194,1,4840
5,0,1,6170
179,412,1,7656
15,234,1,62
85,1504,1,1224
17,415,1,493
681,1074,1,6823
2,640,1,6612
88,622,1,1140
42,1165,1,5491
2,1644,1,6795
1,901,1,1256
222,126,1,2496
2,965,1,3286
2,150,1,2256
851,1128,1,9194
121,496,1,1126
4,157,1,3882
47,1334,1,4106
31,675,1,1147
312,1486,1,787
132,1893,1,259
284,94,1,3850
3,682,1,6431
68,1507,1,6175
1,1446,1,4617
1,1835,1,8181
117,669,1,716
1,1689,1,1644
43,1138,1,124
303,1786,1,1774
10,1404,1,9114
1,1524,1,2178
117,1486,1,6890
591,220,1,1504
120,7,1,5662
43,1417,1,7095
3,1698,1,2125
1,796,1,3255
102,1493,1,2414
3,1537,1,4388
346,481,1,6090
18,1219,1,5834
30,211,1,157
159,1897,1,9316
192,1177,1,5004
69,1971,1,5754
631,513,1,918
876,641,1,6254
672,1264,1,1703
268,1259,1,1666
110,1223,1,5390
80,1525,1,7164
1,1257,1,5808
4,415,1,2112
1,1384,1,3715
2,161,1,6984
15,124,1,5111
2,1930,1,2398
479,1513,1,5455
234,958,1,1556
1,81,1,4503
4,922,1,344
258,448,1,1545
229,25,1,3997
665,1568,1,6849
982,606,1,8231
838,1611,1,4383
12,594,1,8047
4,1854,1,4987
164,1627,1,3424
5,1159,1,9221
235,1499,1,236
31,1203,1,7994
214,762,1,9161
4,1128,1,5225
25,48,1,1231
38,761,1,239
654,1825,1,4925
4,1660,1,52
623,697,1,9573
232,1801,1,1057
133,1720,1,8214
203,1979,1,8499
52,968,1,7610
3,1842,1,2610
2,1349,1,3601
368,757,1,1966
128,1907,1,6533
3,409,1,3579
56,770,1,5562
16,1723,1,2544
2,819,1,505
30,331,1,8329
5,746,1,5085
1,1929,1,9495
19,227,1,4015
47,817,1,6308
1,949,1,3615
11,1645,1,5143
4,65,1,6072
1,402,1,4807
1,111,1,507
2,596,1,9726
2,323,1,4004
230,1437,1,8900
15,888,1,9816
2,1377,1,7612
1,485,1,1708
5,1203,1,8494
221,442,1,2445
9,92,1,8510
2,1231,1,5907
12,1596,1,2956
36,317,1,2928
1,453,1,858
62,1210,1,2721
11,186,1,3023
1,131,1,8869
87,1823,1,379
116,1122,1,8409
62,581,1,6059
7,1082,1,7419
30,1496,1,4964
10,1616,1,4852
106,53,1,2990
44,1341,1,3831
1,832,1,5404
69,281,1,9699
96,1654,1,6851
9,640,1,9483
395,340,1,1940
309,1718,1,4695
2,1106,1,7326
489,823,1,7716
15,1606,1,8428
127,121,1,9976
249,1339,1,7628
25,1828,1,4196
11,752,1,2787
531,727,1,1378
3,1239,1,2756
4,901,1,2084
8,17,1,4410
349,740,1,6571
633,1536,1,4613
3,1894,1,6108
361,774,1,4105
4,412,1,3550
803,1839,1,4153
49,722,1,7658
1,1940,1,5479
1,508,1,2642
2,364,1,5026
2,1497,1,7765
176,58,1,2113
3,762,1,3501
794,855,1,5988
66,764,1,7625
100,863,1,9202
3,1021,1,1630
448,1109,1,9042
83,1649,1,7362
363,908,1,6261
722,1732,1,6923
1,484,1,7167
1,1715,1,479
230,1757,1,1311
367,1443,1,2144
44,815,1,414
9,1670,1,9849
74,1396,1,3937
6,1594,1,8188
3,1950,1,1395
22,585,1,2624
3,1380,1,2291
21,1907,1,639
723,1738,1,353
302,1116,1,140
646,329,1,8444
235,784,1,8861
8,929,1,3843
245,1670,1,8509
562,645,1,4019
673,1660,1,2927
93,1833,1,6893
3,1108,1,7243
1,675,1,1053
2,36,1,3564
773,866,1,9316
18,1921,1,1344
338,1894,1,570
18,1663,1,7691
79,971,1,3917
1,1829,1,9193
4,414,1,2924
15,681,1,4546
63,652,1,3926
2,121,1,3253
172,310,1,7559
9,1515,1,3393
255,1510,1,2618
1,71,1,5936
91,1117,1,4356
5,1359,1,2014
216,1891,1,1928
11,1277,1,5333
82,1780,1,6259
612,700,1,4548
1,983,1,6916
1,340,1,3720
179,815,1,9744
71,463,1,1683
5,416,1,385
23,1669,1,4709
1,417,1,3037
2,1295,1,7024
13,1609,1,4653
289,1151,1,4446
20,552,1,390
45,570,1,2919
389,1047,1,2114
6,591,1,1143
106,899,1,746
355,936,1,6152
3,582,1,1731
8,1244,1,4386
860,1720,1,4124
882,1265,1,3231
3,650,1,2515
1,422,1,1770
4,1612,1,8300
11,1878,1,2487
15,1950,1,4299
58,1627,1,8969
472,1387,1,7993
7,876,1,6445
325,1618,1,6022
1,1135,1,6047
1,1703,1,8630
24,303,1,9227
1,437,1,837
11,380,1,4703
462,668,1,642
3,1572,1,3175
111,1573,1,1809
5,754,1,7654
1,726,1,6254
36,1331,1,3876
291,874,1,8835
12,1759,1,8895
57,607,1,2849
473,634,1,3613
207,1074,1,7063
2,1183,1,9915
136,1790,1,9041
24,7,1,2555
149,539,1,6321
23,1251,1,1463
1,1747,1,5963
40,1818,1,6812
22,347,1,511
27,1067,1,2157
404,1165,1,2920
455,448,1,5192
17,1742,1,6633
17,1266,1,8925
27,439,1,1238
27,1849,1,1481
690,655,1,2011
73,1708,1,6898
4,1717,1,5630
30,244,1,4758
61,1406,1,7491
67,114,1,2736
45,299,1,4200
2,1427,1,7287
1,954,1,6201
7,1376,1,578
14,540,1,8080
1,1019,1,819
250,675,1,7189
7,1892,1,4175
524,488,1,1890
2,1187,1,559
1,976,1,2934
21,381,1,9812
2,673,1,6832
626,672,1,5950
1,306,1,7644
12,1487,1,70
578,1658,1,1190
10,784,1,2903
1,407,1,4341
5,562,1,8876
23,1862,1,5896
2,1259,1,7551
18,1300,1,5698
294,1550,1,3911
386,843,1,8263
1,548,1,5985
2,1513,1,7716
4,532,1,9455
48,1048,1,7748
8,944,1,2156
311,1208,1,7957
120,316,1,9564
1,595,1,1916
60,1943,1,7919
1,1821,1,4352
4,1030,1,7469
2,1075,1,7068
2,1419,1,5265
57,1166,1,5796
38,1584,1,9740
2,297,1,4456
930,233,1,7692
13,1494,1,1214
1,51,1,6440
1,1592,1,9053
44,1066,1,9182
855,1283,1,2924
41,254,1,1433
683,1525,1,341
16,513,1,7382
15,1733,1,1199
24,619,1,9660
104,667,1,4297
9,130,1,8187
361,1502,1,4194
1,1334,1,8114
15,1640,1,9484
26,258,1,4935
53,613,1,8544
4,1068,1,6611
14,330,1,9494
21,1424,1,3088
96,1518,1,6074
184,1817,1,456
141,327,1,5854
7,1941,1,3251
996,695,1,9350
322,1640,1,258
4,1972,1,482
2,1170,1,4731
6,485,1,1397
17,1052,1,5419
327,1276,1,5172
190,219,1,6074
329,1681,1,7060
4,95,1,6456
48,1945,1,6203
5,245,1,6179
1,1500,1,648
94,1260,1,1612
2,706,1,3885
83,654,1,4983
72,762,1,3587
242,1124,1,7674
2,1464,1,6081
198,1839,1,759
995,249,1,633
328,43,1,7849
156,1067,1,330
80,1816,1,5447
13,1907,1,8202
133,1801,1,985
127,1490,1,669
63,948,1,442
218,521,1,2926
16,782,1,4021
1,45,1,5678
37,1289,1,8466
4,321,1,4714
10,1999,1,9219
1,1179,1,2374
10,1508,1,9750
239,332,1,3127
33,910,1,2934
1,27,1,8640
19,981,1,3369
5,801,1,6517
20,295,1,3807
12,1018,1,5256
601,1488,1,8067
1,1771,1,8262
94,738,1,4586
328,1801,1,4599
737,952,1,5818
2,1188,1,117
30,334,1,1814
1,1447,1,904
24,59,1,8686
1,116,1,6206
297,967,1,3859
1,508,1,2684
26,1315,1,4176
28,897,1,3731
809,285,1,6629
76,818,1,5142
5,1687,1,5444
3,906,1,1541
1,585,1,8089
162,1811,1,7960
99,589,1,626
54,42,1,5973
1,622,1,6163
170,301,1,6798
69,1596,1,4859
764,504,1,838
46,324,1,2016
5,850,1,5157
10,501,1,8264
2,1077,1,7235
126,1637,1,4749
112,981,1,64
3,221,1,8222
2,1182,1,4653
1,1258,1,6790
518,676,1,7184
3,904,1,2326
7,478,1,5851
5,1365,1,4373
12,1029,1,6365
118,1284,1,4766
380,269,1,7192
2,1245,1,2880
96,1588,1,2189
8,814,1,2782
865,617,1,2146
5,863,1,276
1,1296,1,1267
27,223,1,6577
2,1647,1,4105
1,1646,1,2320
105,1116,1,32
135,1255,1,852
18,561,1,8797
89,87,1,5869
32,132,1,7721
63,891,1,1808
49,591,1,6196
82,1101,1,6332
2,1835,1,6064
4,1443,1,7412
15,1986,1,3563
16,69,1,3199
185,1750,1,4505
9,847,1,7986
2,828,1,6735
4,1332,1,6990
3,695,1,2948
134,1297,1,4124
19,959,1,4784
113,1639,1,5600
13,1192,1,72
438,1379,1,9329
884,705,1,5517
85,1540,1,8235
361,253,1,4361
25,1801,1,1832
613,1036,1,46
284,87,1,8175
941,1415,1,7393
60,1470,1,6072
192,1629,1,1676
33,793,1,7269
4,1531,1,6382
8,596,1,6745
453,1051,1,9462
1,1937,1,6835
47,1867,1,3024
9,1510,1,2791
10,714,1,6344
422,302,1,1013
335,333,1,4590
50,1880,1,3508
4,1870,1,4803
20,375,1,2072
12,1240,1,7531
8,319,1,2318
1,1498,1,5348
33,230,1,2176
5,1896,1,9979
79,1622,1,2373
6,1976,1,6803
14,1786,1,5226
1,370,1,9653
946,1565,1,6229
25,552,1,5122
1,1281,1,8051
32,269,1,7733
379,103,1,9657
182,728,1,5145
107,1264,1,9251
2,1775,1,6813
77,292,1,9164
174,1189,1,7825
41,653,1,5456
448,637,1,2505
4,1164,1,9091
3,1925,1,1503
377,1329,1,7043
61,775,1,8535
1,1760,1,3861
8,1251,1,7859
345,429,1,7520
1,1196,1,2861
1,132,1,1249
5,505,1,7084
526,829,1,9401
479,865,1,5011
27,1532,1,6306
35,597,1,5763
7,1001,1,4391
3,1550,1,2140
251,1642,1,9803
1,600,1,7336
22,1160,1,8749
65,149,1,6119
1,579,1,3995
27,821,1,1153
42,1312,1,3745
146,251,1,3622
3,1435,1,5891
5,216,1,9165
40,10,1,3908
882,891,1,3729
3,1631,1,7748
900,930,1,3067
118,1599,1,9484
272,1947,1,2861
1,1972,1,164
5,1191,1,1715
1,1503,1,3463
9,60,1,1441
870,545,1,5314
1,496,1,8993
38,1338,1,6228
1,1637,1,2661
116,1592,1,1691
2,268,1,234
1,1541,1,1877
7,1506,1,9154
180,1426,1,3371
1,1091,1,6340
3,730,1,5110
1,1783,1,1046
790,111,1,6092
47,947,1,4482
123,530,1,4460
74,1129,1,8034
2,245,1,6418
48,395,1,1408
1,925,1,208
11,1297,1,4371
40,264,1,7151
37,1492,1,9945
1,1049,1,8688
1,815,1,902
221,565,1,7084
129,654,1,1750
1,1887,1,8652
1,1069,1,4490
448,1934,1,9109
178,1982,1,6583
972,1383,1,8031
4,1525,1,4735
22,1018,1,4666
3,208,1,2195
59,1450,1,7127
1,663,1,960
1,1291,1,8586
