db1.tbl4_clustered_btree.col1,db1.tbl4_clustered_btree.col2,db1.tbl4_clustered_btree.col3,db1.tbl4_clustered_btree.col4
13,1179,1970,4185
282,6659,1990,1214
805,1179,1829,1440
658,2531,1062,7341
420,1265,134,6193
126,7844,1987,3355
771,8467,35,1961
825,8031,1384,6333
217,2041,367,228
904,8369,1543,10545
744,8862,755,8804
880,811,1178,1328
679,9758,1841,8340
654,1179,615,3150
488,3555,111,6373
996,6696,583,1422
259,7437,1262,7358
217,173,1942,9324
819,6620,71,3988
657,1060,1100,1103
488,2557,805,2738
948,7039,160,8059
442,2648,1558,3123
98,598,1708,1499
181,5664,1820,3588
168,2184,1274,6929
232,1179,1299,1275
955,4184,583,6318
92,5713,226,483
628,9258,427,5447
471,5766,631,7350
515,8535,1414,6499
84,2678,811,1369
678,1341,1285,7041
518,8226,1491,5645
380,4430,1036,6969
406,4174,1521,9239
231,7300,244,9468
250,6515,1851,4287
84,5287,1335,6938
318,5933,714,9667
192,5652,1379,3441
634,4588,992,2177
936,6792,1349,1727
600,5446,702,9228
606,4250,1785,5776
886,1179,1243,6929
299,1767,441,6397
357,9580,1051,7805
556,199,1328,7767
764,8703,501,5546
452,6641,569,8250
884,2732,25,4843
990,1063,216,5354
562,6415,1046,2278
505,6303,309,4141
64,1060,645,7934
565,6079,1803,7926
951,4381,1270,6622
221,7575,219,8601
465,3009,270,6191
71,8596,1534,7628
887,4583,1785,8669
473,9315,1320,3191
679,2792,350,3084
697,9217,491,8584
654,1532,1520,8657
18,527,1844,7736
521,6838,791,9615
983,2446,1268,9515
783,7190,844,3664
682,8438,461,7392
414,627,1381,1057
363,2116,1625,383
527,6041,1400,1204
79,6707,1169,9370
795,8799,652,3445
189,6428,850,3658
147,2193,792,8033
674,5402,587,4857
442,297,1309,7528
264,5826,296,7641
871,3293,831,6555
649,9736,1367,3336
508,5157,269,7104
300,9674,67,1716
465,1179,1402,4870
364,8973,507,7438
398,2049,1125,889
492,3684,1829,1251
541,6985,477,4042
815,3284,1766,9007
479,1179,1696,2567
167,4450,440,3823
602,8332,1317,5369
90,1831,1115,301
722,6743,680,8697
841,6097,1922,4563
299,5515,525,602
173,4930,1689,4959
645,6936,1680,4417
372,930,879,2153
23,5007,1556,3248
200,2288,637,9199
730,2671,699,7469
6,5420,230,7279
5,9208,1172,9973
629,9367,1249,4832
160,1020,760,1513
596,9177,1015,8967
877,2953,1573,9949
247,4882,1978,6521
165,6935,350,1995
427,1060,597,5125
144,6276,302,4146
510,1179,1555,3310
542,8097,243,7444
932,5477,1059,5195
508,6107,1177,730
906,9739,90,3143
219,5484,549,2797
644,3180,1373,2422
575,186,732,1195
75,3476,870,9480
642,5471,67,4696
823,3032,335,8289
318,46,1692,5748
872,2868,1399,7251
37,3912,1561,4300
565,3037,1724,2805
641,3305,1082,8684
729,1613,1335,2091
513,6360,966,2753
245,6317,429,5766
139,9892,1877,6674
807,8145,1970,7551
257,9628,1289,8541
616,112,1517,1854
380,4241,1637,6872
847,2691,190,5455
477,3584,1892,7979
184,2345,167,3654
302,55,1134,4503
493,580,838,5844
755,1179,561,6168
163,7561,1719,7595
643,7737,818,6614
202,1667,1104,7639
407,8410,794,4308
209,9083,146,3837
858,4426,1692,2626
100,5258,1904,5452
445,6647,903,3346
897,7938,12,2438
782,843,50,2873
970,3511,1679,10893
986,6708,1498,8728
560,3837,1633,8843
367,1119,278,5221
238,9993,835,9160
726,9327,1512,5775
290,6034,328,5847
371,3765,1005,4803
861,7914,1086,9752
430,6397,1816,8417
279,6431,1452,5299
466,7958,1248,3480
315,1938,8,6563
988,3055,684,3004
76,8386,1934,1053
815,3096,1219,5025
150,1029,1053,7184
395,1504,1213,1653
495,864,1053,1792
296,2190,571,7693
668,9875,913,7540
709,489,1765,4838
946,7127,1522,2678
895,5314,420,3837
406,5355,1226,854
286,2042,467,9715
492,9733,770,4992
916,5880,22,9440
535,4882,1516,6668
455,8313,1395,620
491,5935,1242,5323
8,3288,1483,2782
917,7113,801,10808
131,8229,863,9736
76,1961,738,9714
737,5105,1829,5757
130,3836,904,7878
996,4834,78,5740
887,1026,1807,10766
411,5928,1165,857
89,8863,135,185
497,4125,813,2923
628,627,45,3885
621,5286,83,5347
888,3160,70,7739
353,3767,912,9047
270,5841,937,8459
391,1179,1573,8647
431,6425,1766,7171
738,974,1202,7452
471,8580,1976,1132
755,5024,442,9427
307,1060,1779,7186
507,4714,1571,5169
54,8603,497,7869
36,8598,1356,3297
899,8188,1633,1304
54,2024,1357,4914
523,9340,1967,4083
914,2669,1598,8770
462,3578,1636,9771
696,5949,1843,7386
477,3119,1571,5808
748,9537,344,4188
804,3261,166,1545
715,7790,1231,7896
210,9949,1529,7941
225,6212,1749,3146
6,7497,721,7380
731,6638,767,7754
822,9891,1732,6383
539,1542,1371,6173
988,9088,1690,1898
804,1179,1070,5506
211,7669,220,1629
188,3347,143,5986
74,8609,1873,7772
753,5539,658,4791
113,6041,836,3558
678,1184,1658,809
617,2048,774,6479
150,5186,691,302
435,7714,233,2913
877,8354,1753,9551
83,314,521,6199
211,3680,769,515
778,8716,1992,3297
833,7445,1271,6945
780,592,22,1772
460,7082,26,6107
936,1737,1619,8533
176,3322,91,9082
782,730,299,2491
311,3692,1477,8329
693,4219,908,9942
158,3142,1488,628
700,9912,61,4165
185,3496,1681,9117
470,9100,1013,4036
955,2959,1729,9659
308,8519,614,5542
981,6710,779,4266
245,5083,1435,8796
828,8646,473,1112
975,6817,1792,4252
383,8928,1071,3014
41,1179,1894,1798
284,1974,944,5763
979,8293,858,10693
987,4033,177,6774
922,7903,1613,10359
299,5350,1763,9903
988,5993,1823,6437
900,6714,1216,5738
435,808,1097,10043
368,1241,289,8917
873,7086,192,4338
485,3732,582,6533
948,9953,1889,7678
435,1392,1393,4570
805,2186,780,3946
427,3414,563,4980
180,5142,1725,376
882,1179,1897,2756
897,7738,732,6727
876,3672,299,7555
693,1733,168,8679
339,8305,981,1276
490,1904,1267,2684
494,9712,912,4619
972,9697,1916,7222
729,2587,1620,9310
162,9112,212,8324
557,7406,191,7106
455,1308,1403,7633
91,7571,548,8629
104,9261,1665,8414
718,7864,239,8772
438,4747,798,5053
497,4551,687,9927
327,6822,1212,2793
650,3284,1323,9425
540,1179,1953,3299
508,9374,1032,2216
250,910,469,5658
964,1979,1096,7341
190,550,1481,6594
46,5733,1352,7122
878,3542,679,7099
250,3181,1129,5087
774,4871,1205,9637
884,6953,1796,10847
63,8634,948,1748
849,1358,1546,3334
319,2893,1270,10207
859,915,1266,8799
779,3644,834,4380
523,543,1930,1976
291,644,674,3497
28,9962,714,6740
650,3832,1772,3640
436,8214,787,7982
965,1179,306,2315
596,4679,648,6938
585,1179,1560,7923
762,1071,300,6196
735,6548,1810,4684
46,6909,398,1325
416,1552,497,6414
592,1179,1288,1412
450,9471,1669,9985
632,1970,839,6751
554,6210,863,2849
657,4873,1732,660
73,1028,591,2633
52,4077,753,7033
232,5878,1310,262
806,6191,1549,6758
874,2381,1284,10718
199,9859,772,8331
673,1179,1059,10163
548,4614,1301,1433
936,7650,203,8428
96,3359,1737,9488
48,1060,209,4891
895,3349,1101,4933
521,3801,57,2811
39,6770,1158,3933
913,8476,580,5509
152,1179,620,356
105,1060,909,9780
552,9813,1041,6054
675,1724,1999,8872
769,8568,1586,8589
210,52,1760,8350
201,327,1529,732
432,638,669,8448
706,7285,943,932
564,5699,1776,6706
146,1179,1810,7628
498,4601,1751,2597
281,1060,982,7594
309,5063,1509,7599
754,8750,619,5320
50,4035,356,9138
494,9100,1354,10006
408,6797,1991,3069
625,8200,1138,2289
272,5531,521,1797
457,2571,1963,4207
119,5723,1537,6876
700,276,30,4354
45,6582,659,2612
242,9253,534,1338
310,6963,226,3408
561,1817,1491,3801
330,5909,423,8297
10,434,92,6738
907,1267,1925,6235
423,9031,1571,8201
47,7716,1332,8126
376,6887,598,3990
567,9557,1665,1414
7,6988,1530,3623
983,6052,1258,3687
525,4109,957,7279
726,7150,1235,4619
369,1158,1490,3363
439,9915,1732,4972
756,5498,929,2256
565,566,844,3007
483,4897,1473,2208
272,126,477,10029
940,9986,1713,8281
900,5114,329,10835
130,6055,533,455
520,1867,419,4937
723,3683,1005,3389
633,3230,923,10034
113,1558,1349,4474
531,9415,831,7683
498,738,1118,1339
338,78,798,5116
20,9972,1092,2091
719,3163,858,2003
32,2187,1507,1410
132,9216,1759,6471
919,266,1806,3577
702,1060,1669,4263
974,8420,1360,6981
25,1392,190,5477
363,2604,1545,4375
600,5218,61,2578
91,596,618,4507
544,9026,1877,6040
237,8920,486,8111
17,7976,1277,2241
273,1921,1535,7362
933,2624,150,1886
288,9108,643,7222
26,8846,1986,5943
816,1974,1859,9077
433,7509,96,9719
910,3091,1707,6652
107,8524,722,4360
972,8486,1035,1520
947,3742,1421,2786
737,1060,171,2688
323,2610,1722,9573
866,5815,1854,3373
530,8032,673,9604
734,3868,875,7084
792,249,334,8395
103,7892,1553,2728
843,300,1568,6736
331,5125,1918,7731
361,4317,1504,2514
920,6456,33,5681
288,4443,582,7473
443,8882,124,4009
36,6234,526,295
347,1179,52,10047
891,3918,1473,9395
755,1194,1300,2599
42,293,1985,7311
125,2239,526,1658
8,2853,338,5604
525,8222,1868,5294
130,4877,1932,9745
324,5623,1288,2344
183,8190,1511,6541
281,5217,923,5783
894,4147,1004,6137
52,7510,1276,1743
552,2857,1474,10472
849,4445,1645,9368
869,5137,1714,2457
532,6373,911,4285
376,8905,1848,473
294,7723,206,5048
207,609,386,6380
999,1504,1376,10288
662,5531,905,8714
476,6531,139,5494
969,8846,663,6673
953,6145,399,8864
68,2939,1911,8344
842,150,1739,2119
924,8944,434,1442
829,7585,244,6255
436,5772,1099,8251
300,1191,1600,483
26,7177,1354,9190
627,4995,1029,3015
929,1179,404,5251
653,1890,89,5585
552,110,1110,4379
105,6323,987,2602
585,976,1101,4064
571,9626,304,9328
809,7943,1522,2744
633,4276,616,6908
946,2133,298,9964
714,1706,1810,1063
10,1629,1418,108
930,5042,1324,2699
658,7230,1199,2462
215,7747,683,9467
885,3724,167,8997
320,5765,1982,4490
459,1179,1135,860
956,4412,1600,9335
814,2451,1867,9144
525,212,1321,667
578,633,266,798
691,6017,200,4931
876,7913,1438,7877
753,9576,245,1140
159,8863,1415,6150
463,2170,1693,1022
997,1045,1736,2836
521,3289,303,2292
635,2600,1408,9191
272,876,1763,8880
240,393,689,7916
935,6700,339,10762
963,2571,285,3031
958,1768,429,7715
654,232,602,1170
864,1179,1918,10276
166,5905,948,826
568,831,673,3984
649,8278,364,9170
326,7040,175,703
864,6836,381,1023
528,1179,1212,9983
843,7761,342,5017
272,9426,1078,2471
878,8684,1223,10294
375,5659,1686,6651
911,8213,602,2899
374,3877,1564,7151
333,3382,306,6645
2,344,1290,8170
242,1179,482,1107
619,1160,132,9201
50,483,210,9650
881,4017,252,5796
349,1828,1428,6590
173,6720,1477,7308
115,315,232,1669
694,4862,1318,4741
360,1060,1428,491
354,9805,506,4033
665,4470,1053,7018
758,2100,274,3834
75,808,925,1596
926,4611,1067,4195
755,8705,1636,1195
80,2338,38,10013
228,8186,143,1431
71,5024,758,8503
402,4580,764,3793
217,1896,1947,3938
451,7601,1645,7226
910,1179,1299,8070
754,7282,1383,8629
366,1138,422,9761
825,123,1230,2712
589,1626,661,4859
669,1584,1255,9058
559,3458,1686,8264
311,4368,1160,4505
297,4760,1589,1041
23,1405,333,5569
109,1244,1895,561
51,5892,1165,3313
938,198,1671,8683
289,2130,1172,787
443,5622,1758,583
466,1330,1129,2180
258,3344,1681,933
323,5757,1934,3828
650,9174,1104,4252
908,3132,241,7583
817,4442,868,9926
337,6174,1057,6841
786,3598,770,5589
555,1344,301,2285
928,4840,111,6904
421,4928,1888,8232
258,5919,1881,7286
624,3311,17,4342
738,5269,1807,7826
64,428,331,1688
162,2298,1098,1968
163,6154,282,9809
677,2464,1032,9222
38,576,676,2971
664,8741,1795,1604
319,4552,90,8106
359,9484,78,4304
268,5039,622,7326
323,4375,1270,5171
325,8995,1258,8746
586,1179,1634,5438
256,7722,1485,6715
199,9324,240,5056
437,4194,1999,8175
609,9770,804,846
103,851,467,3875
371,9319,1698,8106
904,4722,81,3685
163,8765,954,7250
112,4721,789,2096
614,9413,0,1666
548,6907,1496,8206
105,3993,1310,5359
698,1550,1844,1048
363,8825,492,1275
20,9060,1046,4465
659,7698,409,10155
997,4983,380,1288
128,6600,294,9532
482,6586,168,8232
698,9552,36,1165
795,6542,253,4072
198,6329,979,5559
746,3636,835,6049
951,3995,1448,4526
619,9670,791,7211
520,2013,362,4845
960,6785,1364,2024
419,657,1545,5307
225,244,307,10110
929,5113,630,3323
208,3764,1475,8486
244,8327,1252,3164
287,8396,1619,7145
65,9075,977,68
867,3732,1269,6807
152,5979,993,8200
490,4651,36,10203
434,8006,1010,2411
702,6392,1602,10368
217,9076,1175,9539
428,9174,600,9500
501,8163,1500,10094
665,5281,31,2415
788,1220,1636,789
593,8897,1603,9929
220,2606,269,10050
434,9217,734,8774
279,3283,1727,4526
622,7894,1179,8354
91,1316,116,6126
523,3151,1545,2566
138,118,1226,1840
666,4693,1276,6613
22,6718,1740,1409
416,1908,876,10271
975,1179,613,6801
731,6378,782,10173
347,426,1773,4809
236,5735,1374,2272
764,5881,1498,7169
933,639,1363,7722
182,9395,1180,6301
507,3765,1556,1044
197,2763,1256,9943
681,6692,1330,9663
122,1179,277,6985
924,145,496,2872
545,3130,654,5723
380,7570,725,5484
824,5772,1589,4967
514,9248,1786,10141
5,7133,1718,2853
303,1457,1782,8608
613,5490,1133,2956
191,1607,1606,4724
375,1073,420,536
524,1522,1494,9219
35,1060,30,2669
974,6212,721,6075
69,3079,426,5835
288,1179,1967,9874
104,8399,1801,1613
715,8099,1964,3034
312,3263,757,6417
54,1997,753,8725
106,4005,1239,9052
652,9587,803,4651
736,25,494,9131
306,8698,433,3655
859,1060,1362,5070
820,4473,368,1211
35,7683,422,7986
132,8151,781,6963
886,4160,526,3659
24,3981,1652,2440
848,2850,622,2086
36,596,1682,6748
18,2019,1397,758
34,6422,860,6504
362,5907,491,10089
417,5977,84,7908
821,168,710,1189
429,1923,38,5338
517,6506,1826,5736
466,7654,945,9756
896,6227,1549,8500
198,3309,1565,9781
545,7625,350,6751
567,7873,1518,2214
767,8700,62,10637
210,4076,1687,3034
608,6984,1388,4778
793,5117,880,6702
500,873,515,4281
240,3842,1264,3368
169,5823,1718,9633
858,181,871,2837
293,8198,161,6905
921,4760,666,6943
738,407,597,6819
314,1179,1172,10082
126,9614,425,7958
467,9806,1951,10128
791,7356,422,9962
366,8058,958,1621
20,825,598,9853
315,5740,536,614
757,95,1465,8566
89,8590,649,4610
403,1261,1699,3445
517,6023,1041,9109
450,7700,1271,1730
777,1179,1725,9830
907,8920,1528,5496
608,5090,953,8741
149,1656,1927,6781
445,8999,190,3229
956,5469,73,8354
79,5470,585,6787
16,8958,113,7189
137,5130,338,4296
651,5241,463,9954
850,381,1524,10098
507,294,592,9794
551,54,1256,2851
918,5963,670,7168
679,8834,1337,8648
73,5546,379,4064
73,79,419,586
49,8831,1666,4280
9,9704,204,6561
102,5370,184,8414
861,2343,245,10554
387,3906,865,3234
384,4834,961,1501
298,898,8,8994
338,3998,988,10153
388,1512,171,8249
989,1820,701,3227
473,7293,548,7073
615,2815,1687,3048
801,9504,982,9795
961,2021,1042,7970
791,3250,282,7957
141,5199,1698,4514
808,4192,1353,8954
169,29,861,1640
12,993,1667,9030
668,5794,608,2096
448,1286,1762,5322
173,9055,161,8096
673,5185,716,4979
958,6879,1473,4739
131,4948,1828,2448
539,5904,1529,7227
594,7437,595,1600
896,1060,1204,2533
931,8787,1818,9967
874,1940,640,5985
268,6831,1510,7717
250,2361,468,3537
369,5574,259,5809
617,1060,1436,3478
772,1060,765,1410
864,2952,1746,9548
525,1230,850,6250
591,7579,1872,2766
887,1189,49,6482
505,7694,415,1990
671,4600,812,7252
177,543,1984,4720
666,1575,704,5887
546,9291,1150,9296
258,5889,1416,4006
259,5864,757,9420
134,8483,1074,5166
460,1433,591,6886
488,612,1178,4497
642,2640,362,5965
80,7288,297,8357
366,7678,1490,5809
58,1179,1789,6365
73,1179,1908,3201
238,8409,1046,4539
128,9677,1776,6155
411,7506,619,5820
314,1770,1131,1260
373,5696,1199,3581
436,8437,328,3876
137,403,1379,1682
454,6112,826,3961
614,2080,927,643
898,1179,769,10561
902,8460,1755,2311
8,9968,1709,3687
231,6442,933,8951
610,8304,1882,5757
729,3912,371,854
964,5623,1766,5872
396,5101,943,7038
748,1179,833,4006
733,7715,212,9578
679,205,1852,8820
881,1909,474,9813
573,9172,182,2834
317,9450,814,8270
998,2644,533,9480
506,9951,541,2199
521,39,401,6408
745,6539,1885,5389
86,3676,196,9597
778,3968,1420,3599
715,7951,73,4377
317,3059,334,5511
332,2353,574,1727
359,9961,1890,3326
240,6998,318,4201
55,1007,367,2669
109,4027,377,6979
48,7300,12,1592
754,3988,1994,5979
15,1617,1112,9987
72,8340,449,8058
883,2118,1184,5765
201,2368,1882,4634
92,5722,1308,7126
648,2491,1625,9896
32,7992,1968,9669
599,9999,1816,1695
418,5479,896,1622
202,457,1360,8149
550,1875,185,7869
625,8879,1740,4208
844,6116,506,8383
758,4888,1312,7898
854,1179,1525,2892
920,7327,1876,9099
881,4187,703,10805
719,7847,784,6645
311,6288,130,8534
943,1179,1499,3917
468,7866,535,4036
393,2714,1660,8599
808,7566,1938,9106
871,3773,1331,4664
210,8965,375,411
866,7145,988,8822
570,9318,740,7955
155,1179,785,6162
633,6276,228,2427
631,6229,726,2039
808,1204,869,1724
321,1529,1981,4752
434,1060,396,8212
573,4573,845,10449
669,1746,310,7015
39,465,720,3205
753,2432,518,8097
39,7848,1903,103
452,3193,1065,5100
869,9524,1389,5188
189,7375,287,3839
745,9341,500,7143
14,1959,102,2029
123,5181,1228,9636
739,5467,1652,4763
898,3594,1628,7212
279,239,1698,9083
936,819,67,9779
958,4950,307,2345
47,8239,1089,5226
188,812,1956,6786
303,4582,67,6782
558,3007,1623,5321
695,1613,1263,4804
104,5640,1353,5639
368,5633,1473,3496
500,7676,1667,5366
459,9674,875,5544
246,5901,1860,783
263,34,456,8192
205,9791,71,5236
506,5737,1799,6504
529,7576,923,8208
363,2912,1988,2400
762,1544,3,9916
749,6348,1148,1992
339,5897,629,7456
406,4640,517,9130
452,5612,1969,3582
832,904,1179,6311
876,1589,1986,2529
813,8343,1369,9117
577,7229,1512,8551
847,1179,1267,10338
964,6970,588,3268
149,5431,1597,7069
192,8251,47,10085
907,8160,1928,4721
146,3738,172,8558
405,3691,293,5443
182,3371,1039,3963
105,7736,1003,2063
235,2007,1549,1531
637,8138,862,6978
957,5980,625,6680
178,1060,1920,9402
431,6079,154,5513
400,6006,1003,4722
524,5961,95,7825
742,3806,1313,3970
539,5826,1887,7107
890,1716,1922,2365
322,7338,483,2729
260,6503,248,7803
611,5530,878,1546
699,7216,870,6114
398,6703,456,2643
336,1487,1866,6025
299,1179,793,4636
118,4321,1561,6690
557,2440,994,4507
412,9020,1392,3070
579,7800,1538,6728
383,8279,1926,7868
479,2146,1836,3762
304,2475,678,1600
682,315,662,2329
869,476,1853,9420
195,6270,1868,3647
332,550,1232,9688
19,2472,1405,8111
622,8072,1506,6251
657,7040,148,3901
703,9156,813,7890
432,2186,1842,4457
882,4227,1873,9576
425,6304,24,6795
228,8748,1059,4432
523,3475,1812,10058
216,6308,256,4028
989,6995,1842,9991
590,6369,1315,7844
374,1330,340,1159
35,7823,1747,262
775,6879,38,5722
27,9635,1656,7504
371,4273,1143,1198
85,3575,1933,463
187,3369,885,6443
304,3681,189,9624
765,3258,855,6847
421,950,1386,8903
79,2935,1687,3627
185,9951,1045,7873
4,5203,1601,63
557,4987,1061,5988
865,2687,1179,3535
496,2698,1090,3835
508,921,393,3297
613,4642,660,4267
970,4071,68,6518
1,3716,176,5103
216,8809,1183,7734
536,2829,1556,3198
256,1809,998,457
734,971,1992,7821
452,1986,966,9114
423,9831,1265,8366
323,8365,902,3349
498,579,813,3854
580,5688,271,4553
196,6695,1267,4667
503,473,37,4740
271,5519,1533,3394
693,3901,473,3000
958,2326,498,6961
17,215,566,3807
106,6139,1411,6041
528,4605,626,7049
124,4690,1072,3234
482,6247,28,9021
593,7134,691,2194
3,3122,1350,3780
626,8960,688,5549
350,9292,1739,6269
350,1112,164,4128
648,6793,556,9161
798,4857,679,6661
900,2077,1028,1079
227,8077,1104,4192
15,1179,648,9919
809,5277,1330,9029
424,8708,6,9353
463,6636,1842,4182
723,6414,9,7053
245,5472,686,299
797,1739,1061,7454
793,2328,1989,10418
176,8466,1207,8174
542,9274,367,2606
508,4566,1831,4691
561,678,1576,3855
654,894,114,4509
563,9639,1368,3314
232,7380,323,956
677,8291,1980,10122
37,6162,1315,9406
490,3907,15,9978
443,6633,1896,8492
19,5778,823,9105
610,5434,422,3109
726,5436,958,2055
555,8223,832,5672
110,7017,1247,2737
486,1580,1717,2936
88,2466,438,9449
318,3509,1232,7375
117,1001,1250,7982
433,4832,92,4727
917,8864,1033,10573
238,7958,1840,1968
71,5112,1561,8220
821,7785,94,1944
904,7133,1413,8097
398,4676,70,5019
815,8148,1399,2303
403,4303,1921,667
674,5318,1523,2703
250,7816,1771,7124
868,9776,1797,10303
194,8217,1645,3960
571,7391,201,9158
609,5610,1119,7665
929,7450,1911,10601
867,6312,1242,9166
866,2020,1355,4429
584,8402,346,8655
221,3178,430,8070
630,1179,427,6665
181,9025,191,8140
895,316,1796,4091
729,4417,1813,1914
255,8088,813,4386
907,2666,399,3982
87,1085,1558,499
872,7645,1942,9546
786,7250,775,4633
491,3863,277,9285
335,1179,1607,8309
537,4960,18,1618
406,4026,1789,4761
632,8780,96,8294
288,6238,1717,8504
361,8869,1138,8750
440,7687,1783,3066
29,1849,1042,8643
918,1309,23,2059
713,1590,1984,7648
893,7521,113,2013
547,9587,954,5074
636,3973,1547,7742
222,6593,138,10207
746,836,1080,7439
123,9257,542,5026
981,5374,1311,1036
682,7122,903,7440
997,4160,616,3260
961,3045,1150,9173
692,6616,1038,7045
214,4431,1128,8696
117,1959,1242,2111
226,1715,1954,1060
890,7098,943,5173
443,8212,1213,5713
548,2406,864,4857
828,7246,1062,2329
607,132,398,5295
631,8867,1847,4767
436,1179,1856,455
11,7154,431,1043
121,789,562,9137
546,5511,1097,3820
488,990,1215,1235
250,3456,1895,7254
578,8987,781,1545
481,7988,208,4028
549,1060,314,3347
279,7421,1787,3294
741,1179,1604,7346
336,1598,580,2140
167,3922,942,2190
960,6696,62,9552
952,2032,1842,5384
327,7958,1632,9887
245,1179,700,3569
590,8521,1540,7753
625,3542,1983,2502
300,1696,1033,9889
728,9682,1750,4403
199,3126,1815,7160
892,9266,1556,897
499,3425,1752,6032
863,8868,910,9640
753,1060,241,10466
12,8002,65,5187
365,1272,1814,4243
718,1350,15,4187
773,9322,1792,9786
96,8368,1654,4429
70,7934,1473,6703
992,4003,1941,4085
814,3264,607,1671
860,9309,381,8478
741,9649,1265,8718
356,4191,1626,2906
811,688,926,2036
543,5074,454,9388
249,1582,1024,7702
253,9993,1355,7653
770,9515,861,10301
181,9967,94,4737
851,4907,1269,3568
973,3808,1146,4365
987,364,1479,9141
165,515,1254,9419
3,575,129,6125
462,4917,1858,4990
144,6908,1601,9944
164,8142,764,1245
343,4776,1847,6982
997,6133,737,8015
873,1060,1299,6978
104,7238,152,4854
547,7909,1646,3201
313,9128,1981,468
168,1179,324,4464
519,1373,1551,3588
962,1179,956,2925
925,2132,434,5519
597,6508,1693,8260
435,6470,180,6738
608,2539,77,10034
511,2756,49,6653
408,5279,3,10076
435,7375,1134,4190
314,6333,1156,1144
541,9945,1707,7115
612,9882,916,6733
578,2549,360,6652
899,5242,684,2241
860,8923,1693,8539
952,833,684,8281
62,4686,1708,1906
31,6118,684,492
598,9427,1013,3589
210,284,1797,7053
462,7491,1292,10232
562,3538,1676,762
574,4233,758,1089
79,75,404,5950
342,9087,979,5792
231,7015,1705,5070
877,1744,1404,7367
612,7237,1106,3843
128,6700,86,3824
18,7345,962,9485
356,4783,285,3649
418,9130,368,7419
958,3341,653,2587
605,7008,1543,4623
80,1707,287,4569
614,4251,330,8177
880,3778,503,2896
665,5013,178,9023
780,6236,766,1755
117,645,1205,4664
853,2239,196,8158
493,9321,1410,1352
790,9653,1948,4734
491,2278,158,700
874,7094,1937,10674
224,9243,1542,437
986,8718,1910,6883
418,4458,503,6200
779,2417,1509,8181
136,2137,41,9300
225,9917,656,528
333,9920,1165,7609
228,6765,1066,7228
322,4540,1543,8496
107,4054,1673,967
811,128,1269,4858
444,1179,998,2299
916,8400,1013,7867
6,8237,183,2173
127,6635,1269,6086
352,0,1092,1985
994,3235,722,3468
266,4932,1631,5306
684,8004,1322,3061
927,6015,1993,10869
213,1634,1239,3624
246,8989,328,4905
617,9095,1219,4892
594,4353,525,4979
803,1894,919,9480
373,5656,1471,9925
420,5266,491,7695
714,4850,1184,1486
40,7750,1698,1872
716,3943,734,8321
347,2061,1569,1646
560,8067,391,8933
142,4525,924,9596
140,3364,1724,8477
564,9066,1897,5727
106,2845,692,1945
32,8174,1317,4626
199,9933,1789,1001
118,5018,1733,4068
799,9079,1428,2117
228,268,1852,6346
629,7622,582,5255
687,3409,238,3627
963,3877,1055,8532
184,6118,109,7582
829,1179,1650,6287
849,3495,763,2901
214,5797,227,6668
732,1254,812,7037
129,5823,219,8536
844,8759,527,1629
271,4310,1952,7250
757,9008,1954,2392
634,4774,514,7972
7,8185,1819,3116
402,9014,1326,6455
927,1794,206,5931
578,1179,757,6334
626,5838,1308,8071
368,4856,895,652
799,328,956,3212
616,6407,1515,2259
980,1060,1054,8215
536,9203,1625,9855
52,5179,1737,9513
246,2015,535,6581
336,1179,982,979
280,8971,1595,7591
32,8890,503,8249
798,8378,234,4735
547,9161,1029,5354
342,4139,1593,6678
890,8357,1577,7414
238,9367,1709,1263
491,700,896,6213
728,6483,622,1796
176,7983,630,9306
43,8400,1168,4141
303,3269,1657,8318
669,7615,359,10333
268,3176,1970,443
682,9107,820,8777
732,7089,343,1875
399,4998,128,6292
741,3751,737,8082
602,5468,1210,4112
921,1495,165,4983
970,1090,497,8767
430,8360,836,1380
420,2199,375,4856
130,4569,404,2874
409,8932,916,8721
737,8353,1552,5407
224,6786,826,2144
142,8799,1825,10018
577,727,1541,6189
539,642,774,6958
124,7063,1909,9284
211,1060,1050,6383
933,4043,1849,6863
427,7760,684,4235
436,9283,695,5174
591,6377,215,7086
237,1179,53,1341
643,9214,615,5032
327,9926,1566,4211
811,1179,1316,1543
118,153,260,1699
45,4277,48,3724
83,1207,1909,3935
793,2615,656,3220
351,4660,552,674
12,5319,697,3711
636,1980,1605,5817
836,7213,1174,8149
171,2889,629,8724
233,8900,555,2333
180,6002,834,2934
50,8165,1714,1522
780,1179,1072,1886
680,8147,707,2483
394,9575,1095,8666
932,7348,1926,7589
827,3645,1803,7733
799,2121,250,6154
428,1179,258,3416
273,3880,990,7477
860,8556,426,6636
206,5999,1526,8722
147,184,1143,2508
299,1060,626,1533
931,3005,627,1033
452,7655,1556,5364
999,729,410,1745
548,5225,1120,5456
672,7601,1323,4363
977,566,1472,10416
382,1311,654,3446
786,4438,1539,6198
946,7736,1752,2665
799,8803,1409,3001
617,623,201,5768
533,7616,1111,6559
232,8689,1130,7969
633,6065,741,6085
128,8414,497,7312
821,5817,1403,2610
728,9144,393,10684
659,1906,1366,918
569,1179,119,2487
930,2784,388,7434
236,3834,1656,5754
581,5986,981,7184
965,8894,75,9140
700,6337,1545,10678
753,6945,482,8005
574,3408,1682,7804
484,996,1934,583
240,5949,501,4145
956,4827,449,3298
