db1.tbl5.col1,db1.tbl5.col2,db1.tbl5.col3,db1.tbl5.col4
10,731,2020,603
48,684,7202,4043
910,164,1974,7254
895,839,9710,5369
978,334,1258,3492
572,501,7052,9196
170,731,3110,6754
142,803,9434,3134
206,160,2753,814
997,389,5794,8723
462,759,2675,758
508,882,419,5
200,971,8844,8776
4,70,2871,3676
210,940,867,1534
983,91,8365,1484
28,902,8004,2266
189,360,4732,2414
187,320,9751,560
836,244,4127,4459
766,23,4592,9605
149,556,2242,1318
524,700,2488,2552
945,402,1512,6320
883,372,5616,5418
942,927,2771,2860
365,285,1643,6720
156,832,23,1077
79,927,2337,5439
867,440,2943,2526
272,915,8022,721
659,852,4726,9436
717,594,1716,5801
625,733,7094,6053
517,881,4133,1345
789,987,6529,745
231,351,744,8124
648,925,4177,5599
159,854,8185,877
343,218,5940,8325
288,484,49,4813
204,442,6812,9239
994,217,6217,7764
837,701,3049,7309
304,66,5225,9654
359,30,7868,1347
669,321,3889,1364
869,249,7951,9423
399,565,9814,4261
448,9,9979,7208
105,677,7635,4082
81,850,5775,1579
341,926,3355,5599
985,284,9205,3419
781,152,8345,2017
951,543,6261,4017
420,528,2314,3037
48,370,3456,761
205,300,7408,598
217,816,4266,3743
817,854,8808,8608
675,145,3049,3417
435,586,4643,6210
790,890,5304,2564
321,635,1925,8141
230,51,6845,1082
710,403,6810,587
486,701,2457,7183
428,140,6882,3658
882,87,7820,5580
725,426,9803,5913
283,83,4241,5026
485,242,3109,7054
275,105,5245,9551
432,603,9819,780
184,354,7963,9728
721,20,4440,170
632,5,7610,5019
215,966,1998,4224
96,220,1131,2727
954,820,1992,2108
118,86,8047,9850
364,691,8705,9987
793,452,5040,6616
402,341,712,2785
617,392,214,396
396,351,5746,8995
457,245,8795,8031
317,969,6981,3004
381,685,3769,7764
141,112,4867,8846
456,987,8861,7644
500,970,1080,8459
906,582,9617,1092
322,157,474,9660
999,810,9323,9513
267,236,862,1497
802,698,9003,7327
486,242,4272,4993
877,165,8678,3079
678,33,8883,9946
159,254,3108,9700
742,301,267,9013
13,219,8976,2135
704,31,3873,1164
154,911,6531,2572
100,934,2401,4921
571,768,4909,4670
42,508,2316,686
192,481,8176,9166
310,232,7609,8697
620,952,1201,1770
604,214,5186,73
727,241,276,4901
464,244,5327,580
162,19,8498,8414
350,209,630,896
233,721,2585,2433
927,425,6661,3952
402,999,7441,7452
350,980,7400,2169
166,71,1137,8924
147,673,6968,1464
27,177,1713,822
258,522,9240,8648
927,874,9775,2139
597,298,3351,4681
619,265,8093,8505
441,519,6215,2649
949,494,9143,5089
937,967,1224,3879
628,274,5445,7053
875,704,8224,1489
526,822,96,1664
997,947,4358,2532
210,770,3141,655
829,52,7980,3718
542,811,171,3982
444,607,4853,2674
793,815,9092,7444
452,821,8933,6209
696,399,5431,7866
403,413,7537,4015
65,603,8582,5976
404,923,958,200
882,655,4670,6611
827,488,8535,8329
574,501,3481,1075
434,306,1569,1748
227,416,7931,1475
475,508,8647,6945
467,920,5542,4957
100,529,8635,3904
422,637,3481,448
355,665,7931,68
138,5,5693,7096
630,421,1417,4908
568,939,5856,7369
130,450,7676,7741
548,426,7011,1190
467,389,6709,1740
479,333,670,3192
110,447,5413,3892
152,337,6001,8288
916,847,2284,9706
761,87,5440,6043
241,268,8291,1076
719,64,2787,8
879,677,7857,250
681,63,407,8551
768,269,977,2396
278,656,5553,123
362,376,8334,9020
624,844,7452,9626
407,780,8911,7672
174,328,9651,2077
600,901,8609,9307
134,517,9296,595
505,632,544,3086
293,861,7153,6964
494,420,6960,1744
814,312,7544,22
870,308,6302,8517
418,813,5905,4972
205,845,8964,8154
317,643,9885,262
72,801,9260,1585
258,961,4223,432
357,958,1573,8751
147,188,4972,6311
224,720,3793,9894
104,41,7519,2488
555,589,2653,5694
927,319,540,6071
355,656,2211,213
537,444,9750,9857
815,373,8322,7023
260,285,5543,7921
570,170,3820,3478
572,604,2231,2797
816,262,9017,9233
925,968,2718,2391
912,941,7690,5365
69,534,1022,9275
953,803,5354,5761
446,141,4226,7216
956,147,8888,1950
446,439,9229,6823
782,627,813,847
256,592,3837,5502
908,415,8850,7476
943,24,1083,4671
895,626,2974,8736
929,93,9375,4153
636,304,5566,2111
925,184,6681,2172
530,282,2624,8571
118,154,5505,9353
831,685,7549,65
65,862,2732,5298
244,684,1997,797
56,665,9440,5290
43,13,7675,631
523,889,7777,9559
889,815,4343,3258
423,639,8203,7101
747,340,3607,8418
535,603,8928,7433
394,782,509,8383
449,733,9460,2799
256,472,6094,5725
953,818,5745,1149
795,821,4816,3003
835,906,3042,3545
360,107,4910,19
762,330,6572,8624
605,539,1058,999
379,438,4300,2658
442,708,9081,2534
966,987,5503,4425
891,711,2952,1690
533,665,5696,7474
473,383,7610,6328
156,581,2744,8526
88,159,9700,2553
201,431,7637,2510
979,863,3033,6052
461,395,6034,7138
480,965,9959,1871
708,972,9324,1604
556,614,1201,9748
453,487,248,7143
469,747,8003,8980
379,188,5276,641
400,417,8421,7302
78,342,2675,7370
550,360,9476,3106
935,108,2875,9643
795,848,8512,2989
385,300,7294,4918
977,367,27,4303
666,254,509,9070
660,315,640,7742
342,704,3250,2389
902,70,3747,1612
444,268,2719,7632
51,845,3903,3464
250,500,5005,6980
943,208,9503,8762
893,477,3336,9366
658,175,9682,5739
328,238,1418,5226
907,892,7599,5258
493,944,9650,279
349,609,3459,6215
966,858,4904,2670
769,441,7312,5857
784,600,7342,2153
458,763,9529,7668
497,491,5248,6302
124,98,3081,5269
203,328,346,4109
767,325,116,2052
642,444,9612,3066
20,665,3082,9049
589,997,1631,7246
846,294,1999,7772
562,441,8059,5886
361,794,7269,8968
360,807,8132,7545
777,890,6098,3448
115,30,8998,7313
54,130,7003,7822
291,727,1691,1555
50,526,2704,5689
841,437,5540,3367
784,325,3435,577
253,266,8402,5516
491,285,9882,2522
984,290,1777,5693
572,367,3147,45
858,485,8057,5724
992,554,2499,980
970,956,686,5547
908,167,5066,3294
960,860,9121,5988
862,470,9506,2114
224,937,2833,8817
468,766,9965,3554
847,169,2245,7729
102,886,1185,257
982,770,2464,4043
969,345,8575,6951
47,77,1521,252
736,850,979,5700
341,84,4177,9404
232,891,3610,6296
581,660,7471,2124
558,200,5700,6846
227,588,7573,8916
521,360,1953,4663
696,761,5546,5874
591,564,9676,9369
12,811,883,2202
498,301,4823,2841
444,292,123,270
825,293,525,8753
339,108,2086,5509
323,364,6411,3139
595,599,6099,1693
597,677,9568,9036
156,493,4406,3623
655,266,4135,4994
574,92,8026,7080
430,684,4876,9294
554,63,8772,750
406,427,1993,7739
157,637,4525,4413
184,367,8648,8014
797,741,9643,9964
490,104,203,2086
834,208,4213,5701
951,573,5923,3865
535,751,6365,8698
356,473,4992,328
716,60,6206,9906
361,345,7501,8413
223,11,7459,3887
612,465,2192,6816
203,648,5049,6316
7,194,2709,9170
471,73,9374,3093
171,874,2828,6953
719,385,9150,620
95,135,4074,3465
673,883,5950,6190
802,554,68,9823
607,913,1637,5244
305,435,5663,5414
656,38,8393,4935
257,542,8457,9752
473,653,6251,6713
949,319,3125,6074
299,870,7094,6681
464,864,7505,5416
613,988,6333,8235
688,555,238,4469
897,699,5046,6756
327,352,8017,1027
109,994,290,9918
709,513,6464,9024
904,482,1808,7800
128,415,954,1388
964,803,7032,912
870,822,1930,9284
136,369,6989,7639
909,342,8475,7672
538,958,8998,5432
648,324,7779,5191
163,366,5130,9461
348,335,6585,757
979,295,2676,9980
462,23,3571,8043
867,884,3759,5192
642,441,9810,2833
503,103,5121,7695
884,411,9000,3061
150,573,3786,2087
889,664,941,3110
245,774,8231,7028
109,293,1338,3243
584,966,4652,7657
797,886,1321,7599
274,242,1654,1724
869,341,3068,9125
66,853,4738,554
49,858,6593,8195
815,632,8586,1284
514,864,791,4976
225,172,6676,6158
577,415,743,8279
505,102,6524,6103
154,159,6574,5103
982,256,193,9832
873,713,7894,216
479,556,4274,6553
110,575,3897,8382
482,195,8409,1733
807,988,3582,4712
892,390,5083,7194
767,933,8129,1205
273,69,5343,2642
154,692,7517,6373
650,842,7789,3355
166,246,3903,2164
18,328,1785,99
344,157,7962,599
902,917,9374,9051
734,697,523,5784
568,742,3296,6438
897,584,6956,5842
293,54,4479,7180
644,485,7711,7742
461,242,5685,9185
337,813,6647,3910
803,352,8560,9368
451,409,7794,5820
343,959,5590,1376
716,975,4383,8763
630,904,398,9707
764,726,2151,4659
84,14,5430,8371
696,146,3880,725
736,489,126,1040
659,655,2087,6269
388,24,1770,81
791,610,7025,5735
226,690,8438,1205
285,332,5925,6673
283,173,3318,5772
692,774,2081,6142
946,289,2057,2981
108,569,5287,5306
134,845,5903,3446
937,790,5335,9682
290,918,2989,2288
886,144,7575,5856
989,908,5721,2381
801,121,7078,8239
614,26,339,4008
712,65,2728,7271
507,100,1591,8654
628,925,7843,5193
843,387,5783,7734
821,93,3161,2364
28,66,9500,7921
393,249,8175,1793
26,141,4629,3540
466,266,6901,9225
12,551,2297,8779
553,214,5450,7425
932,488,7290,5752
444,495,4944,6976
223,479,9701,2774
462,642,5318,475
20,489,3807,4340
386,0,12,7504
647,8,4034,4583
325,879,5530,7888
732,840,9772,5023
466,379,3433,5581
656,843,4633,5485
521,896,2051,3566
224,143,3876,6360
652,861,5908,1348
474,839,6130,2357
617,301,6427,5000
779,649,1823,5214
705,416,3430,5908
457,869,2740,4608
639,808,1788,2446
212,178,1952,9792
662,277,9143,3077
960,143,3420,6055
480,338,3027,8098
895,458,3101,9878
179,701,5873,4755
828,948,3588,2001
537,330,3845,8326
526,269,5737,1789
21,998,9339,7247
344,186,1417,7948
576,665,3909,2907
762,171,4745,6534
921,403,2772,6742
20,467,5175,7062
744,246,6275,2270
407,900,2249,9019
486,960,3858,7986
527,522,1625,9535
415,558,2749,7273
271,777,2605,6396
204,828,1847,4294
297,110,7207,3127
671,987,8770,7071
945,812,1136,8598
552,302,3133,1461
107,929,1157,1774
636,885,7452,5576
151,908,9841,9562
12,472,7275,8677
714,790,5413,6996
78,291,4372,362
905,958,5611,8133
553,251,1586,3801
168,587,2323,211
248,174,233,4796
120,108,9457,8014
386,961,7916,7020
438,339,31,2661
271,847,9563,9107
299,13,8951,9652
720,692,3203,1093
472,321,5894,7744
157,944,1794,5053
632,783,761,9925
226,963,4080,1551
420,42,281,9525
955,460,4071,9056
972,101,4625,9478
23,624,5978,4155
741,704,9007,4617
537,8,4559,8500
569,148,1470,1543
776,337,3287,1405
637,223,4259,6484
956,109,5706,5721
786,353,510,1572
539,83,7961,2001
902,554,8746,9091
812,65,6784,1107
981,387,9498,8175
127,890,5493,3305
93,620,258,4857
702,613,6588,7271
420,134,9416,4320
271,85,1665,5512
483,83,9595,8593
4,953,1865,3247
156,226,765,3856
51,259,8256,9999
242,891,3449,9581
662,19,2705,5292
773,34,5765,4399
419,864,4974,2398
952,754,195,8283
928,442,1383,5222
816,980,2435,2179
424,940,1450,1312
79,269,8414,9090
694,734,7924,3172
353,405,7058,5932
618,507,7316,3092
665,303,5628,8440
292,669,441,2632
716,284,9629,3384
115,547,2367,4263
528,809,4865,3704
479,28,9074,5628
287,390,7159,1197
667,415,450,4503
476,908,7039,8692
24,766,5198,9353
430,908,8934,8290
277,949,7286,3128
986,141,9736,2294
316,645,3350,8904
637,655,2829,3914
811,808,2613,8298
357,947,1915,6988
275,879,7212,8237
876,340,9440,3131
689,244,527,9141
343,765,4819,3798
430,875,7879,5237
558,911,8432,4724
711,4,8556,6535
562,919,1208,3317
438,938,4120,4044
461,448,6476,7358
806,265,2961,2221
269,490,4776,4267
708,238,2417,9149
430,249,1616,6819
20,954,9227,4904
142,290,8911,4718
759,542,4682,4814
867,631,9165,9626
352,78,6825,7237
464,906,1846,2984
467,520,1371,5636
512,449,1466,3256
463,555,8882,9628
876,883,87,4473
849,733,2512,8164
393,143,8685,7179
918,119,1245,1432
785,943,6116,9966
752,564,9333,417
57,576,4231,6474
125,175,977,982
840,69,8733,6423
877,813,6722,1138
989,632,9594,2928
460,888,9002,9425
51,202,4507,4542
734,800,3492,830
813,179,4925,7632
874,592,1133,4288
268,566,4865,2860
95,690,7769,7105
272,609,8760,5375
322,109,3000,7790
572,423,9513,2471
832,664,7666,6234
692,958,6704,4836
132,502,7365,6288
927,405,6632,7595
88,985,1767,4337
684,636,2074,9701
823,90,1141,5150
4,293,1077,8964
356,392,4599,5179
342,36,6120,1778
203,516,8343,8780
673,849,4832,272
572,661,8670,1501
470,877,1685,6902
463,907,3491,7088
496,315,1371,3576
701,171,5459,7628
836,405,3423,5727
62,261,9888,1281
555,483,3976,9006
238,26,1398,1269
539,494,5361,4335
197,54,1401,9343
780,910,9900,9929
682,831,1412,2254
29,248,6430,1575
665,272,3230,9024
208,258,7521,9561
62,777,5849,8759
840,190,6056,3187
56,574,4722,3283
831,856,8109,598
719,445,1264,6411
432,852,2259,8235
307,501,362,1881
574,615,6276,3543
759,392,9724,6152
465,407,6420,1883
652,799,5384,7356
604,770,6748,8572
106,672,9575,5951
876,682,7831,5762
599,108,666,6870
300,651,2812,2162
619,604,2475,1658
45,980,6973,6582
76,102,3100,8037
728,225,3401,2892
168,352,5015,6043
813,159,2551,2982
128,403,2151,9067
712,706,6637,7871
707,323,387,3515
859,144,5864,7827
267,753,3161,27
599,464,2380,635
764,914,8568,2015
749,131,4335,586
584,92,1280,7525
418,272,743,3622
869,703,7356,7415
866,533,3486,3470
160,193,8023,3714
57,169,1068,2395
383,459,9200,3470
884,940,6971,9474
802,10,7526,6900
509,180,8534,6562
429,231,630,8582
339,955,297,5981
577,28,8148,6132
939,531,8889,1950
25,4,5316,2637
809,920,1505,5967
588,545,2825,6258
797,139,8570,8195
371,27,8897,7906
927,97,2414,4104
35,261,5656,7491
530,757,8962,3538
789,18,9286,2747
832,11,5147,1674
824,536,4444,9123
266,524,7547,8316
793,464,9423,8065
431,587,1446,2865
18,258,2402,8450
338,23,5642,7026
139,7,1826,9163
66,879,7918,8183
823,227,3847,7801
529,375,1092,1146
368,122,4677,4684
260,89,1720,6801
623,812,882,892
919,455,123,4313
973,223,3490,6828
626,735,5797,3623
677,256,602,8038
578,514,3831,359
766,832,5460,1488
581,782,8496,5760
971,817,6946,290
819,147,3228,4955
202,386,9443,2113
638,700,9128,6940
934,910,6508,5674
954,698,2313,6264
409,437,3289,6335
832,699,6996,5473
79,635,4844,1566
687,36,2198,479
112,660,8877,4892
622,105,4235,5192
820,614,8246,7558
136,918,3212,7097
644,888,4169,1099
883,231,3206,2235
839,866,641,8667
188,145,4839,916
276,16,6169,4744
736,158,7655,4897
102,959,61,6190
106,815,1223,9551
574,281,492,1307
915,277,6822,2221
953,124,6611,7474
756,684,1139,4974
172,419,5490,6114
917,319,6794,8894
844,674,1255,117
998,714,2495,3263
330,986,3285,5043
721,481,2255,4667
190,849,9193,4618
669,666,1125,8963
830,323,3881,6798
224,912,4105,1287
683,965,1146,7658
322,394,786,9559
953,772,258,8047
507,185,3849,8290
960,888,6430,1046
547,465,6174,5382
133,56,4616,5444
36,728,8180,3803
92,457,715,3755
74,207,1643,4482
755,713,123,8797
182,73,1773,2169
716,483,9113,5419
458,84,2177,562
698,631,6889,6460
677,13,1503,5938
626,839,5661,4000
408,640,7094,8211
206,911,2124,4637
244,793,3254,3960
332,48,2413,9515
672,425,4387,3541
524,965,6089,3157
293,358,5833,5861
953,241,156,6548
983,833,9315,7121
915,52,5003,6836
747,776,5753,7306
272,68,917,7177
378,551,6253,1314
625,695,1702,2426
663,644,1665,939
25,55,5389,8429
679,878,7163,8835
543,455,5807,8376
732,254,2111,1830
717,4,3714,7887
932,580,6983,1785
853,51,5110,9640
609,976,2397,8029
90,328,5454,7490
475,97,1555,4577
888,160,4502,1381
725,405,343,361
187,980,1544,1059
568,782,3996,8707
618,576,6848,5865
953,326,8230,8521
194,918,4382,6412
533,242,8046,3141
697,503,4986,5638
879,366,3423,3739
84,773,9220,292
591,723,235,6030
840,441,7993,5405
76,153,9160,359
329,233,5224,1609
382,651,1230,1360
432,332,238,623
376,494,4924,1565
340,114,51,1920
176,368,9572,1511
425,332,1056,7546
423,129,8213,6487
966,927,8498,4713
173,177,7609,5919
405,94,2609,7929
81,316,3600,8766
20,906,1965,2001
690,100,6532,396
397,195,3578,5675
329,801,5561,4497
224,207,2543,1511
776,606,504,2692
401,472,8328,2032
780,614,5084,6988
762,7,9494,5872
784,135,4014,9546
893,609,6307,4734
854,910,3614,7639
920,260,5142,9484
437,146,6071,4252
271,457,4806,4709
279,904,506,1908
222,696,9725,5077
586,437,4003,1275
662,412,8899,58
936,499,9815,3923
870,231,7611,616
508,100,1707,3671
341,146,8493,5783
928,716,2444,1711
616,506,8509,1342
41,557,5906,4752
175,103,2955,4932
244,335,2927,1023
252,445,857,6965
273,733,2720,733
958,443,3022,8589
333,117,8868,9160
603,516,378,461
10,928,8408,8329
151,722,6058,761
188,566,7418,9054
959,530,4963,592
675,912,4851,5696
637,87,2989,7821
210,758,3830,2347
972,628,5403,1446
96,475,9698,1442
820,681,6850,2806
338,484,9482,7450
46,661,1939,3325
819,294,4694,6647
735,719,7325,3756
974,380,7715,1336
56,994,8427,5397
74,282,9975,8993
253,843,7627,8072
662,685,4195,7589
570,638,2786,8787
836,155,1377,2047
951,179,2755,8218
597,960,2083,2428
169,934,4409,5439
145,889,6570,130
838,913,4612,3067
32,86,6107,3351
514,405,4104,2332
795,835,3549,5316
256,495,4152,736
125,266,7657,3847
958,593,5478,1298
112,63,2641,1091
814,118,5025,232
804,966,7764,221
341,340,2112,8644
47,312,3500,5755
363,162,5987,4399
786,504,7624,935
397,292,9201,5733
194,689,1629,8130
850,376,9041,7567
736,541,7361,1343
724,400,6260,364
320,672,6922,9442
793,399,7166,8647
137,398,478,9955
354,908,1310,9010
844,486,2143,3391
69,514,413,735
810,23,9848,3606
581,918,3936,1467
482,58,8187,3514
719,748,1394,3775
711,239,2623,4661
58,310,2290,9011
770,320,638,8156
388,671,352,1714
852,480,139,515
350,571,8443,5220
845,751,8860,9620
868,413,3842,5249
338,321,8508,8010
676,401,4018,9035
756,58,2926,8131
595,52,6892,6142
435,63,7242,3135
449,632,1052,5878
376,118,3563,7033
958,285,9315,4324
390,17,1343,5071
480,4,569,5942
820,836,7690,3979
113,391,3916,9468
745,904,9192,1511
773,159,2923,4900
902,887,4545,4659
171,141,3925,2962
17,396,3252,9086
234,17,7558,9045
309,579,3392,2410
894,113,2617,179
668,533,5935,588
722,531,4355,2045
280,910,2013,5854
830,774,1927,3225
195,460,5332,8756
114,609,6258,4764
396,616,4547,7087
671,285,6915,4053
666,4,3719,4464
562,128,9743,2706
417,955,1682,7166
283,670,384,5238
584,762,4708,3926
327,498,3036,1640
340,275,7023,1650
621,82,4652,8694
797,831,4445,8253
220,117,389,5766
8,959,2918,5615
908,28,2113,5729
81,357,1142,3286
831,649,745,1692
293,156,6151,7274
374,30,1730,356
533,842,4385,595
414,982,4123,1624
98,285,3230,9321
681,664,2514,8028
701,335,1769,4966
617,569,8299,3953
831,312,2486,7315
969,598,4298,8060
776,122,8968,6230
381,702,7992,2570
862,864,6444,92
939,370,6021,4899
503,804,6046,9070
446,313,8629,4703
679,27,9226,7741
343,154,836,1896
424,965,4702,9174
624,229,641,2964
839,548,3174,9302
305,5,1808,6354
147,472,7653,8068
848,972,6253,8574
731,317,3875,9739
453,224,8834,2918
937,32,8894,7320
32,88,2848,5124
731,333,3612,2458
500,39,7062,1106
318,680,9914,5036
696,374,9040,8622
192,297,2554,3543
872,997,6320,6112
179,392,1462,2082
866,17,5962,3727
983,526,6811,5003
517,131,510,2858
390,289,2156,8475
520,829,2919,726
356,805,5191,1781
572,208,6632,7405
463,326,8924,336
929,991,1237,3602
674,502,1480,6083
98,278,2010,8777
147,381,6897,1914
569,787,5629,8758
726,951,4757,6226
315,308,7490,4970
181,897,2735,6822
546,276,4199,1651
302,75,7286,1320
557,297,6200,1790
598,824,577,5461
3,377,8079,2881
777,432,818,954
106,858,7188,5984
74,111,4174,5543
39,777,1889,7130
638,71,558,2066
694,316,2933,3951
118,20,9811,2861
72,187,6831,5400
551,120,5949,8254
203,341,7643,9205
976,652,69,6133
95,303,1189,1989
278,935,2902,1804
142,446,4340,3325
114,715,8875,3698
475,720,5895,5973
883,495,7550,5891
997,520,5697,9217
132,184,3910,6210
167,946,8262,877
913,880,5984,3357
244,887,7715,131
276,807,9454,5167
974,331,7747,7084
258,712,2155,992
45,575,7956,5772
345,349,9563,1070
846,837,1915,7398
894,319,7918,9951
236,536,4351,6427
52,411,7468,2596
147,905,7067,5530
698,155,5264,2949
532,732,5795,5341
89,803,9739,9093
232,650,4455,3484
726,532,7691,5590
880,501,1213,7237
50,485,6439,65
664,153,9052,3764
835,913,9181,2793
627,67,2923,1419
393,491,1432,5477
213,40,340,1415
450,526,7381,8567
338,790,1198,5424
350,168,9659,6207
648,645,4296,8369
284,710,8186,234
932,749,4193,2912
877,955,8113,761
582,111,9483,3878
244,462,4934,5406
549,51,8543,1282
727,648,6610,1263
638,254,9493,5703
583,626,3087,3613
225,157,6073,4446
826,299,455,4636
440,957,5853,7109
473,426,3250,3383
443,923,9349,3009
795,989,257,1622
411,775,481,7275
813,866,4730,29
245,306,1396,308
582,98,5418,9701
706,120,5171,2093
499,601,6073,3430
981,29,7059,136
950,994,6455,774
549,229,6202,1598
116,650,6178,9646
749,253,647,2603
363,403,1611,2480
913,493,3884,9038
203,30,4982,8398
350,161,3586,3130
318,907,7673,9421
358,431,6080,6474
516,155,758,4691
939,322,632,6668
488,628,7848,2796
668,190,329,1127
106,175,5446,6502
739,937,8201,9394
653,947,984,1287
825,516,668,4850
171,844,441,8740
657,523,2925,3945
518,570,4020,3929
854,832,5677,1387
864,819,8465,9465
957,810,4713,3263
812,761,9218,8998
527,338,2373,1927
319,604,9749,7974
36,318,3126,3981
498,110,2933,1745
664,817,8639,3988
264,879,3368,1225
694,806,6516,8106
667,937,3806,6282
648,472,5255,5971
907,847,8066,2066
401,16,8261,8286
986,219,4585,129
601,486,4598,7272
951,810,5817,7088
217,304,116,3268
329,516,1813,986
185,128,903,3110
380,834,8685,3572
208,623,6205,9008
562,23,3858,7298
287,540,2683,2600
87,910,4175,2169
943,131,3730,1779
135,555,6628,756
157,320,5141,1167
793,496,5443,7353
919,887,1540,2594
154,718,8088,5330
462,381,7959,3104
219,215,625,7326
458,755,5972,405
166,542,6162,2411
321,915,6797,8354
690,777,4858,8322
840,10,837,3167
561,81,2015,2700
812,993,5156,5800
511,155,8263,7534
86,165,7234,4882
544,207,4748,1933
274,23,63,8138
140,806,8221,3505
717,886,4652,3132
735,690,6789,2979
624,331,7183,1346
789,561,2325,2636
915,518,5850,8236
352,510,4372,346
4,611,6364,3793
381,592,4765,2542
723,240,7191,5000
767,835,2879,8251
333,180,2188,2345
474,292,2781,4326
985,992,2145,2844
927,82,275,3766
29,565,1266,447
346,89,6576,7793
921,438,4104,2415
593,714,2319,4078
492,542,31,5148
982,192,851,3035
747,487,8796,2324
494,611,5868,6752
855,348,7720,4926
387,88,1807,8229
872,954,6195,9422
834,122,6331,5825
252,373,6063,7819
629,46,7411,8480
938,432,3562,7118
29,145,3198,5612
622,2,4504,7936
911,529,7985,6595
765,313,6734,5492
710,326,6989,6704
806,987,2947,7468
341,80,4123,203
808,152,4783,6522
286,401,5599,5234
944,819,71,9235
396,487,9328,1620
508,810,5516,2443
936,66,8234,3836
243,88,4360,3123
220,134,1831,3731
155,878,45,3257
382,201,8174,1137
747,427,7392,8737
319,939,6071,8864
372,178,1675,7337
530,338,7268,8951
214,78,6381,9536
366,596,6744,519
113,532,9461,8000
199,377,6834,4205
24,164,3023,9793
933,539,2790,6467
120,748,6343,6071
741,799,1012,1822
610,696,4589,2024
857,936,3507,1184
2,821,4802,379
897,154,2071,2127
772,122,7530,9486
444,598,2317,8807
253,201,5347,435
19,39,2175,5017
203,168,9978,3149
805,69,2372,1547
975,791,6802,4890
356,913,5225,9326
127,329,9652,8643
357,439,6228,4355
291,398,5121,8097
173,492,8050,6851
732,353,7732,6318
354,327,9656,711
880,497,5144,5819
36,418,9250,5505
309,502,6812,7439
660,538,9163,6020
916,344,7824,8358
603,642,5455,6286
581,788,2504,4588
83,376,9090,2119
509,294,1502,7511
443,287,7042,6290
419,253,8534,7668
204,433,3860,5457
487,500,7858,1108
778,84,7519,1840
87,520,2860,2854
251,561,1248,3214
722,512,7083,9082
854,515,9400,9526
30,515,5010,3440
868,496,6305,5826
420,601,5762,1719
827,161,4390,2860
60,666,2139,9162
578,526,9802,66
225,364,7335,7901
924,543,8748,3845
962,424,6118,9029
334,966,3994,926
838,956,1152,3605
578,574,3744,340
639,956,3621,3749
110,363,5890,101
490,107,9164,8133
271,13,3907,1133
812,22,3728,5002
33,622,7747,827
211,320,3066,5149
299,509,9483,7018
372,671,2860,5091
124,40,163,384
102,793,1714,8789
992,303,3462,8
717,968,1440,1313
119,655,5313,978
681,414,8992,3723
546,449,6227,2090
893,799,2660,3102
330,393,1690,3753
757,664,233,3744
851,593,1876,6930
925,364,9153,1788
308,737,3370,1242
569,988,6339,8304
411,428,5109,3766
398,151,1045,3331
933,258,6091,6155
305,829,4481,1363
652,590,4459,6652
622,706,8033,3375
162,950,6417,5632
622,222,1407,3432
663,265,207,5438
887,229,4370,6652
64,438,7150,7688
617,149,9944,5893
215,909,8687,1349
602,456,901,307
913,977,7083,9538
953,135,1749,9058
25,634,8651,7055
668,869,4489,7809
583,398,9108,5736
43,621,6582,8055
89,142,8030,7709
132,947,4734,8109
160,69,4665,9704
743,53,2194,2283
379,843,7126,7552
260,937,959,8134
382,402,8585,3778
368,551,4538,5375
110,708,4058,9059
675,26,4842,1382
76,841,2177,3614
208,298,1799,7095
12,691,7570,9175
920,557,8696,1024
569,653,719,8309
897,319,1987,2526
855,444,5773,6602
547,97,9066,9410
24,125,2878,7819
545,57,8825,1043
139,176,2420,2505
274,718,1324,7758
369,284,1008,2687
873,665,9331,3156
221,26,403,575
36,450,6233,402
874,322,8887,8444
128,674,9099,1629
315,249,6772,7968
322,699,6590,2709
432,956,120,4823
217,994,6460,4043
846,369,6281,2659
941,965,5862,5241
247,845,2865,9170
110,89,3731,3816
815,130,3591,2726
731,928,4486,568
707,809,7172,4105
146,524,2414,2772
343,28,9032,4054
508,776,6635,7877
504,543,2805,3998
551,661,6665,136
133,85,5361,4786
463,57,1465,9615
863,56,403,1465
989,993,6570,4771
190,393,8604,3832
162,24,9729,1536
455,189,4249,2324
60,958,6346,9571
4,75,8408,9124
36,370,6625,7260
459,898,9216,6784
216,850,2813,7303
736,736,805,9259
998,505,3349,210
727,942,7361,7526
138,182,2816,6504
617,153,9463,6554
98,268,6231,8423
679,902,8625,803
960,929,7420,9385
263,277,8620,8425
598,339,9379,2567
595,874,4257,2147
223,22,2312,6396
10,431,1995,1723
326,525,4995,1146
697,605,1742,8323
349,342,9534,6364
378,878,1155,9023
943,51,3204,731
230,338,8585,8594
140,934,6763,6314
617,40,6947,5595
764,675,7202,9809
955,517,4817,269
48,406,2040,7580
450,137,2078,1154
774,98,2864,6856
490,340,5829,7015
204,735,6249,7900
868,315,7442,5636
408,541,5215,6772
406,224,5112,2348
50,837,6937,2751
174,260,4256,6058
736,246,9521,4522
260,78,9838,2163
479,696,7891,2283
733,810,6339,6156
222,691,2385,4163
268,472,5429,4486
809,76,5298,8964
892,261,3305,2426
900,740,3320,3246
918,1,6275,5511
317,16,6392,3476
384,343,3526,4183
585,11,6642,5911
625,939,4914,5208
218,693,9463,8178
53,845,1287,3892
199,6,4944,2779
883,245,360,6599
642,985,1974,8646
338,927,3464,3634
703,156,2226,6654
690,173,5044,3246
897,486,5625,4304
304,840,1850,7796
798,845,5932,5432
