db1.tbl5_dim1.col1,db1.tbl5_dim1.col2,db1.tbl5_dim1.col3
6,990,1072
179,5377,1569
37,8338,289
1,3659,435
206,3083,1119
1,2652,923
15,6924,556
997,2210,1017
1,7158,1994
251,2810,1521
223,2805,1692
16,1278,1958
916,8807,686
6,9096,1435
6,5338,541
2,9194,1098
9,4489,1891
5,2131,870
52,3426,1172
1,2176,1191
6,9968,12
1,7512,1701
1,4202,319
261,9964,622
154,9338,1500
147,7244,923
8,8962,401
105,6709,397
4,4352,969
6,9074,1203
38,2407,1730
106,3359,759
4,2085,835
91,4792,1746
756,6824,793
23,9868,1629
12,4663,444
3,9953,76
8,367,1411
29,4121,545
658,5266,1989
4,670,1833
3,2834,724
745,1671,1369
52,9807,148
138,5406,1052
280,5509,1831
1,4293,765
21,2465,1584
2,8198,1482
60,3376,475
708,4484,1596
1,7821,87
4,794,1296
998,3296,1355
1,6770,162
2,3557,900
1,2298,143
171,6081,1885
155,985,487
189,2741,1235
185,2113,962
291,3715,649
183,8039,977
21,9621,973
149,8985,1048
49,5973,1894
9,5487,937
294,963,408
205,9704,1974
2,8925,577
1,5183,602
6,7763,546
12,7962,176
2,5991,987
338,9667,138
1,505,560
21,8798,1749
1,5693,1498
31,1692,1369
18,8482,436
193,9872,743
98,4329,467
311,3543,1106
33,9625,814
265,6373,1937
122,3987,491
192,8189,583
50,7755,1482
123,2370,395
11,8038,1469
1,6838,610
13,3040,1542
2,4684,513
62,2790,1695
4,2384,832
731,8371,265
4,3736,1311
1,9065,472
409,2516,527
12,9713,173
8,2467,1611
424,8367,562
75,3370,1028
30,51,178
6,9893,1291
5,9176,1004
43,4732,1905
24,159,570
4,7310,1054
2,117,520
256,9684,41
97,985,863
952,3238,1823
27,8978,260
959,7719,1688
18,9811,828
31,1528,219
3,5443,863
2,1833,1082
640,8113,289
869,1146,181
34,1254,397
4,2189,362
695,9598,674
219,1187,592
2,9641,1383
5,9195,1338
1,2612,21
44,7656,1149
29,9679,1678
2,2952,614
7,8173,1129
635,2112,1652
72,7714,333
359,5539,399
298,6960,874
552,8906,334
1,2241,751
4,6597,1918
13,1475,449
68,1024,1333
53,5106,679
4,398,1347
2,6318,963
15,4014,972
4,3329,1320
771,1874,512
773,4634,847
1,5750,142
110,7960,193
3,4397,1162
121,8820,789
175,2799,1251
1,6868,1503
102,9859,1224
462,947,689
3,623,559
1,2162,1877
39,1761,858
27,6290,1963
425,2981,702
16,1215,639
12,620,1665
118,3603,1302
1,7319,1650
1,5815,303
25,4888,1982
1,4250,191
634,6112,79
75,2614,102
158,9827,1009
3,7769,955
23,4769,818
2,4056,161
3,8049,1501
39,101,1699
5,5861,1746
538,7377,674
966,3630,387
1,766,4
165,7050,374
1,3405,912
41,3567,923
3,4666,1417
769,6726,3
395,5440,1725
48,3280,405
2,8925,316
197,1407,339
28,7740,1934
55,3927,1450
121,779,1538
13,1373,614
1,8511,1185
9,9088,856
12,9189,446
9,6859,1091
282,5862,1177
7,3529,1247
13,6600,1212
1,2142,684
120,3463,781
3,1253,516
3,1521,1920
45,585,40
885,6336,1373
12,880,1636
6,462,1742
1,3635,775
204,8803,810
4,7111,1457
177,6942,218
5,1337,1562
1,961,1842
23,9578,399
495,6973,1007
3,5055,399
2,6389,328
2,2296,382
98,7331,331
9,7801,559
4,3269,575
7,2732,1608
6,4714,361
33,8675,770
1,2256,1413
25,8070,953
6,7120,902
604,7736,2
13,4232,616
1,4319,165
609,9673,1768
627,4382,789
2,3405,466
253,7194,480
356,7746,171
8,5565,206
2,4910,570
221,4429,1696
1,2163,1941
58,3088,382
7,4240,1973
49,6785,1270
206,2634,1425
278,5134,124
989,6353,1005
68,7122,600
3,5211,1296
4,3633,113
15,9238,26
322,8040,598
9,1698,179
97,410,1523
1,3228,1256
14,915,781
2,9375,985
631,8279,1842
210,8599,1191
2,4616,1975
11,2058,1678
1,7426,51
150,2326,804
2,3205,1163
231,9673,334
1,4664,121
41,8468,646
53,8669,1062
7,2246,1584
2,7492,742
6,2532,1226
23,5305,1934
794,5653,1542
16,27,449
2,7507,102
1,6255,1380
1,371,145
13,5830,1526
5,6769,1738
1,9866,988
2,8178,1138
8,6613,1921
96,5412,235
54,4024,1286
1,1628,416
2,8321,1895
504,7339,1417
1,7018,805
2,8387,269
6,9847,1670
3,995,1959
5,1606,1288
130,1338,832
1,5556,389
8,8390,1830
55,1369,788
1,2332,709
1,8872,1550
23,9108,91
473,7119,685
16,6259,1900
12,3722,593
1,1470,1995
135,6437,1140
2,9566,789
105,323,1449
8,3252,877
1,9635,211
7,4464,1436
78,9918,1458
177,8946,1750
65,8733,1633
115,6430,150
3,5782,1689
771,4405,947
3,2838,1608
2,7100,583
4,4913,1241
812,7089,1313
1,8583,1308
184,2094,1654
1,6155,1986
183,2064,988
4,7350,331
129,9913,206
1,8740,1374
7,1075,543
18,4246,528
1,1512,1398
2,9475,1982
2,7459,40
21,625,289
1,5926,623
843,7530,1523
429,6569,710
3,6438,1661
3,3800,4
675,8354,743
5,523,1224
13,9423,748
107,3053,1733
7,7701,680
482,9628,1281
46,7787,660
39,3174,1036
36,3069,1147
1,546,615
208,7233,933
41,4064,1788
1,7940,270
326,6505,1340
132,2795,521
5,9528,945
5,7238,809
25,9226,435
1,4312,1533
241,7932,1512
648,8074,1272
16,9036,403
31,7777,506
241,1433,259
4,7370,959
22,1241,1834
1,1824,1964
107,6200,1423
212,3226,662
1,3529,1683
415,8091,1172
9,7881,781
559,9708,4
474,9227,156
209,9830,289
281,6843,1923
5,4510,1157
9,5643,1470
3,2449,345
8,2827,1622
38,4665,612
362,982,312
34,2098,1606
103,8186,1126
2,2633,1595
636,2897,1234
44,3125,1380
187,4697,1667
990,9980,73
350,8400,342
24,2785,883
373,5570,1535
78,4267,1358
133,5162,1030
66,8908,435
5,3051,737
7,3737,1026
37,590,1793
390,2953,848
17,9595,891
32,9950,1335
9,7677,1534
1,8076,1979
69,2826,1864
39,216,348
850,588,275
25,2586,86
31,2016,21
5,2125,1711
1,4045,1479
112,7992,887
238,3030,1617
377,5168,812
12,3095,1849
109,2113,450
4,7541,681
4,3810,1317
969,6285,1996
324,3820,146
4,7345,992
14,7935,1072
39,5225,1578
1,9866,1015
738,3203,917
1,8732,1568
255,1365,1510
836,5643,1711
109,9228,1479
780,5802,354
1,2912,1035
8,8074,1160
20,829,52
197,2458,112
75,9051,1501
139,2740,1440
2,900,633
313,5270,1323
264,7044,1469
177,8839,1870
256,6335,1705
3,5362,20
2,3671,795
456,1219,1307
725,8280,530
13,3439,691
16,361,407
144,116,1740
23,6933,532
6,3504,1727
2,480,969
1,3496,1154
46,5334,1031
2,9188,877
347,3808,1867
880,3771,372
17,9338,655
1,4804,1377
44,5040,857
41,2749,926
1,7,1881
71,1926,335
6,6813,1907
315,2076,53
46,4921,1968
14,1855,1973
760,723,387
22,1804,1496
430,3430,1937
4,3553,1975
15,3461,182
1,7075,1545
13,4259,463
454,5231,190
279,2719,1529
834,1270,1863
154,5924,316
4,8616,657
2,2659,291
2,6568,757
79,2749,1430
10,7415,1476
12,4818,399
352,2780,1383
129,552,1156
3,913,1627
2,1383,82
264,8598,1400
707,7736,101
2,6974,1054
697,569,153
14,655,1576
494,1373,693
155,9592,1208
492,1590,387
70,9940,863
2,4057,1218
1,9960,1987
61,5529,854
1,9134,710
3,3250,1494
3,8097,367
14,3825,1890
49,1140,1582
515,2887,781
621,1766,872
877,4956,1463
171,2023,1271
555,7836,748
209,9376,1302
512,3592,142
1,4192,70
750,5244,637
3,7875,40
40,3719,770
27,9216,1706
38,5254,654
108,2525,57
32,2062,1189
97,2221,1893
31,9128,1508
1,8507,468
61,5925,91
36,5202,269
45,6084,863
1,6135,1688
19,6044,1766
392,1065,15
7,5971,1418
16,3169,695
1,5357,440
16,2391,375
11,5085,1753
417,9895,1807
1,462,389
694,4290,375
42,2381,328
30,7452,199
427,7583,808
2,4748,991
3,2317,1463
391,3443,1760
590,7500,629
297,3198,1694
1,9076,1737
74,1714,875
16,5328,1964
237,9568,1417
2,6646,944
551,7825,1385
7,6258,818
6,723,376
2,2567,771
1,2980,1175
6,7464,239
2,1194,258
141,4260,499
162,7025,296
276,5927,1082
1,3961,1429
8,6273,1808
1,4848,1048
25,5848,690
506,2891,1154
12,1878,990
389,4649,237
676,8843,1130
3,947,428
1,8384,236
142,7405,850
43,8191,1058
8,8103,1891
9,1071,959
1,6493,925
381,2858,403
3,5733,402
1,3533,1801
192,5071,894
21,153,1409
170,1651,60
480,3971,1645
10,1331,1549
1,5774,1900
4,285,995
1,2591,1683
2,5600,35
323,6783,1064
645,4883,170
89,3748,1479
134,6274,1317
134,4839,246
1,5907,1988
1,3502,221
105,8432,1979
1,7720,1153
244,8338,299
47,8041,1385
1,9508,1510
78,6062,891
53,308,1131
9,7990,1415
256,885,75
5,7798,1249
9,8818,1699
103,3863,340
156,6950,1464
4,5140,1657
1,2308,1198
2,7153,300
4,2245,1697
491,4486,1362
451,8895,1046
79,8538,1089
114,7296,973
59,6258,1016
192,3007,1499
8,3279,1156
34,2896,636
85,8023,343
19,6870,1985
182,709,1983
604,1195,1061
81,261,170
1,7490,423
54,3236,1879
103,9454,797
5,8867,1451
6,7085,644
48,9519,1886
112,7056,1847
382,8106,323
169,8611,1242
2,1264,644
8,197,632
2,1291,1213
162,1075,1712
4,5853,576
1,7536,1878
1,3438,659
1,8430,1644
4,946,1036
196,6467,477
3,8899,749
5,9281,721
410,8204,867
15,2987,1296
25,7149,421
1,5472,337
1,5910,1433
144,167,80
7,9958,419
2,3164,894
14,4064,1730
1,1841,1171
114,5647,839
1,4192,1882
1,5750,201
13,7367,416
45,8885,915
171,7283,796
1,6972,676
7,7049,1113
4,1130,1623
147,5980,833
9,7957,1517
62,1101,1720
22,7038,1636
40,4788,1165
9,348,72
3,6629,298
1,208,491
2,7351,303
2,1546,1521
614,5070,1969
626,631,1030
4,2717,1194
1,8369,1763
5,3360,1718
218,3367,1885
380,9813,344
24,8322,1483
32,7882,743
17,2706,244
2,4231,444
1,773,453
59,4509,421
222,7726,685
153,6285,614
474,9283,1630
248,9288,303
5,3762,1029
1,5235,100
14,900,1383
8,4522,385
131,5731,294
1,588,291
653,7448,1288
726,3831,74
1,7139,1906
14,82,765
470,4904,710
2,4856,1078
100,2850,1620
115,4732,1165
3,3622,368
1,915,716
81,1763,1375
57,5933,249
73,9876,1979
2,4319,58
52,9945,1557
32,6693,941
17,6175,560
188,8431,497
10,5674,154
8,1646,1770
32,2017,77
659,7817,319
7,6858,1942
16,2044,1338
4,8671,668
91,1205,244
9,7051,1114
100,8566,640
2,5481,898
4,5392,640
3,5133,931
189,5542,931
1,6029,1384
4,8591,1317
25,7568,1019
1,4265,1078
1,1074,1751
99,3180,1336
55,3291,1522
1,7874,48
1,41,1878
3,7538,1465
496,1656,829
74,4635,1568
232,1345,740
165,931,702
881,9707,292
689,9755,360
1,6169,1330
1,2230,648
23,8881,295
4,8163,1379
25,3413,1894
1,2151,585
506,9091,604
184,8516,607
35,5945,591
18,3779,1808
19,6236,11
57,6659,121
33,5108,228
21,878,932
91,6837,28
172,3711,100
69,335,1939
11,6248,1864
12,1864,199
1,6056,1148
12,6584,1045
201,5902,725
1,4454,65
2,7869,301
308,8167,1802
39,4015,702
85,620,20
6,7902,591
22,9605,1460
168,5462,1911
396,261,517
825,2645,703
328,4506,1270
1,5505,768
7,3825,213
153,6282,1691
13,152,1520
15,7284,1619
215,6879,1948
288,5869,871
210,47,248
8,8023,563
3,8021,1805
8,7541,60
107,9823,526
9,9858,199
1,3230,1376
225,3225,755
1,6513,1059
972,5715,43
355,6334,954
722,2814,509
287,9473,408
1,3548,1888
13,9407,202
502,1211,984
1,1648,1758
6,3382,1449
19,2487,945
16,3678,361
657,8151,184
11,1322,401
3,5083,877
16,6965,1345
11,234,1095
60,3137,1900
958,3721,207
35,1242,1405
18,3088,988
48,8006,15
860,8382,245
60,6589,1648
1,697,1425
520,173,1433
47,5208,141
2,4734,1754
3,7953,972
1,5374,115
746,8057,898
1,2853,1952
172,4010,892
7,4844,216
1,206,767
14,8567,1166
1,5032,749
255,4209,1120
32,779,967
17,7392,208
279,3778,1560
27,415,87
48,5509,1159
250,7218,722
124,7049,438
78,3583,64
109,7690,1491
4,2741,644
1,4964,1437
59,6554,1904
3,5228,0
1,2398,630
4,3239,1214
123,6459,799
113,5035,234
485,8804,1453
88,8532,440
15,5180,1019
4,102,812
164,1697,532
12,161,699
251,7873,1702
330,2593,1405
8,3366,1465
7,9368,1617
524,1375,1525
11,6961,1695
111,9943,1968
9,1822,715
134,4562,393
2,9274,1172
293,4449,1701
882,5753,441
173,3037,69
8,4752,1712
36,5415,1052
84,9367,1311
2,8218,938
5,8785,1622
227,6765,85
664,8472,1310
4,8019,940
2,5290,1432
872,3198,1653
6,6683,1855
191,5256,233
10,6991,734
683,8573,144
50,2189,532
13,91,1138
2,8055,1496
4,6191,1345
343,4673,1149
1,8605,1848
2,4431,605
2,8990,1228
1,7767,723
95,6708,1284
870,7173,756
2,2774,392
222,7572,1467
2,6174,1489
822,1584,1121
25,6779,1449
320,4247,55
2,3004,567
424,9906,1164
1,2932,1819
1,9962,188
113,6951,1708
1,3431,1186
366,5572,516
59,425,1347
7,6266,1388
4,8284,577
1,2075,587
96,5503,853
538,8211,857
162,6480,175
58,3491,1059
1,4485,648
275,3672,1527
772,3973,672
4,8285,355
13,6406,1007
1,4137,1921
284,7977,1737
1,7596,1466
21,2096,1139
42,7589,1690
1,605,93
2,3256,1302
209,4641,16
4,2267,636
127,1443,1980
153,2150,1916
12,6120,1011
1,3440,834
1,3658,866
22,9206,887
1,6721,396
129,4464,1675
10,3363,647
93,8431,711
12,697,1675
62,2077,1721
287,7974,1402
421,4301,368
1,9716,18
70,2280,1216
38,5004,1058
66,6766,1608
1,1722,1096
1,1870,1357
23,8528,727
1,6534,899
188,2100,728
182,3928,882
1,9587,95
17,3867,1368
48,6681,450
349,4264,1698
917,2980,27
1,3004,922
20,3869,1361
229,8543,1445
217,2563,1672
32,653,1048
2,2048,528
37,7307,277
11,2480,1164
12,9167,1123
7,9020,392
2,4098,1334
141,966,37
113,1903,1517
33,4915,63
8,7916,1203
265,2156,1810
2,4721,303
15,505,1570
75,5069,213
263,8891,1437
73,8204,344
1,4021,493
1,8427,1148
1,9513,1259
37,8179,656
3,6568,775
2,1597,1550
1,6093,501
69,2323,606
158,4699,1324
345,7197,1612
48,6675,152
8,3819,1620
19,7707,369
66,5198,240
117,2568,320
70,9118,1954
752,8857,283
154,2916,1576
155,3393,671
260,3359,1482
18,7395,298
4,316,99
253,5333,231
18,7842,1363
53,9873,239
14,3101,269
11,7368,334
85,5843,724
82,1670,369
6,3416,422
2,5246,744
1,1542,1121
1,8835,1190
256,4255,597
5,9804,671
90,4232,1667
5,2283,851
83,9818,976
889,4859,1378
1,8474,700
75,8591,1298
5,6328,1919
1,4694,1711
1,4414,443
9,6285,929
32,1206,1353
71,6921,1227
39,6488,721
466,7427,280
2,4108,1192
278,2601,1501
29,4524,412
352,3770,1639
14,523,684
21,6587,232
13,4169,589
1,7201,1089
2,5837,1773
27,4244,1683
30,8108,1280
19,4427,355
1,3817,452
25,1647,176
2,637,209
39,7437,186
5,3196,1886
939,6892,1276
8,9023,469
262,4750,263
4,4150,766
2,6570,1229
3,2666,63
7,8565,871
323,9726,664
171,6984,769
15,9042,356
2,4388,1784
1,773,93
58,7923,188
111,4607,15
52,9280,743
24,6639,173
817,9196,1993
1,5168,1403
917,7083,799
4,7888,528
10,8534,988
157,7538,1930
3,6864,213
114,1925,929
7,444,1312
641,5495,531
2,4359,1636
600,268,1453
209,7841,673
2,1506,1309
10,3861,1708
1,6138,116
50,5330,1787
745,1283,720
1,1077,1918
4,9101,1704
160,5939,780
17,4581,587
7,5523,434
51,9534,1873
5,2469,1029
7,8909,1078
234,7567,1493
11,2828,1473
106,7664,21
2,8537,647
11,434,611
35,4655,711
4,2414,738
13,1424,750
166,6339,894
2,7158,1182
24,9176,1910
4,2282,1235
12,2647,1699
9,4160,729
76,4574,643
175,2993,889
24,949,1121
2,3774,697
374,4049,1368
2,8886,894
43,7299,1378
29,5557,1326
5,4335,1371
703,4236,454
89,2598,1376
19,3406,209
16,9812,866
1,675,1156
194,4436,760
1,455,1429
3,1382,603
2,9036,1255
1,1297,1453
279,1941,1422
496,5942,907
61,1807,184
401,1033,601
88,269,718
95,385,755
437,5354,187
1,4997,1139
1,1602,440
1,9174,378
13,5619,1255
670,8317,1783
378,2601,1299
196,2417,1190
12,6151,411
268,4021,313
3,8084,128
45,8385,1432
149,2208,229
1,8680,1535
390,3680,609
130,5578,1672
30,4343,904
1,4102,1382
102,553,735
16,2081,217
139,7114,1575
1,1304,973
41,3679,207
16,6109,138
14,3051,1189
27,946,1419
1,5641,1529
617,7773,933
110,5187,568
1,4,994
1,7509,1656
3,5254,53
3,3522,1415
22,5076,1293
31,8237,342
2,3726,338
821,2900,1997
269,450,585
64,8559,1313
4,311,1794
511,4773,1795
6,5392,1738
6,1503,432
8,8443,1985
1,5466,1281
1,255,988
20,514,1417
413,351,427
650,3745,674
187,2881,533
12,3379,722
6,9788,863
3,9900,1689
32,8296,1472
21,9135,814
18,4651,162
6,6959,1170
44,5349,1179
53,5308,1535
393,5540,1267
168,4005,313
7,6662,476
10,3870,1586
3,6245,727
2,2268,1739
1,2186,1406
1,4764,1302
13,2310,208
737,4681,1157
32,9780,647
145,9298,911
11,6650,1526
10,4567,1267
1,7451,1390
5,8132,1332
587,4877,283
22,9163,1286
3,8779,1446
81,6291,1387
12,6305,1833
275,718,1338
1,1293,1257
28,7328,1251
226,6701,1356
335,6456,205
11,7470,935
144,5858,373
774,3859,1509
59,1124,710
244,9407,54
41,2811,754
208,1842,1127
642,9025,1432
115,6445,355
2,6985,563
1,6461,844
245,8413,1526
4,5278,328
393,3246,971
2,4094,341
514,759,395
233,4164,525
411,4308,1153
3,7737,1746
403,8639,1684
46,3636,408
1,4412,70
597,123,818
2,4475,1991
3,5873,846
109,3668,1734
44,5772,1772
484,6650,548
6,5432,590
1,8056,1275
964,6807,1802
6,4500,520
2,5079,1986
890,6399,1994
38,301,795
2,1527,1331
293,5283,1626
665,8008,107
411,1400,1809
2,6299,522
1,7632,1948
9,4341,921
8,9245,1014
12,4295,1541
222,6096,1273
1,9309,197
88,6584,36
895,3289,1031
11,7780,743
21,5232,232
62,1472,737
5,1115,451
122,5079,1295
3,1310,1579
1,5336,1511
226,5072,1002
2,3335,475
134,1823,603
382,5238,1418
1,4148,1153
111,9722,1113
71,2553,340
60,7932,1646
5,4986,587
1,7484,1111
1,6493,965
4,6310,1170
12,2189,54
542,1198,1692
94,9006,1990
1,5969,1543
549,2203,1633
123,6554,3
22,9278,1412
18,196,1494
607,6728,1901
34,8832,1805
24,8588,1736
185,9677,363
48,6324,1854
4,8101,1771
992,1063,1108
5,77,1897
93,4888,824
22,2861,1185
1,2824,91
736,3202,1529
7,6046,168
77,8515,100
140,666,192
11,5649,718
4,8742,1239
1,3907,974
696,5982,42
44,5583,461
120,5192,1320
19,7518,1908
3,6464,1106
967,9495,256
784,5132,749
351,8551,1238
534,2811,733
42,2032,1347
9,3592,227
7,3105,433
609,4528,506
735,3425,61
15,7019,1560
53,4339,850
233,7539,1216
108,8473,313
377,4623,1247
53,522,1450
44,5524,1126
9,6525,1697
1,5166,1689
1,8047,765
2,6780,1615
1,2552,989
31,2177,1286
12,7480,596
1,8238,938
1,9147,1684
28,2510,1222
34,4541,37
1,979,139
85,2824,1794
1,6700,854
23,8018,1912
2,8833,540
1,7167,388
3,9333,151
18,388,1311
147,2897,1469
4,7554,1058
95,3327,866
358,9142,483
4,1322,387
28,9773,858
12,5733,1034
1,2843,130
11,3751,1658
9,921,423
59,8989,1778
368,6510,94
86,7702,1819
8,9587,1139
16,444,1955
430,346,1338
67,1716,285
10,4693,455
50,1642,36
70,1160,1059
21,8565,359
365,322,716
246,1740,947
28,3185,288
733,2066,211
705,7823,847
776,771,366
3,6997,899
1,8787,1777
58,5435,611
130,7863,1969
6,8314,409
31,8203,1526
72,6098,1218
18,6325,677
32,6557,12
1,388,1878
957,220,87
10,9353,1675
3,6457,1299
20,7943,499
6,431,1227
11,5832,479
38,1434,1333
5,9390,429
82,9528,757
14,6410,62
1,4779,745
429,4648,1623
20,7652,891
562,442,1539
10,5919,251
33,490,1436
388,3021,153
18,3769,1576
64,5305,1508
4,4995,1695
3,1693,1653
33,3544,980
55,8749,1316
76,2377,1293
177,9730,270
560,399,1889
3,8160,1001
58,4754,330
15,5879,782
1,3741,266
17,7464,1030
209,9953,550
1,5434,677
52,5447,1571
12,9566,1234
75,2267,1339
263,7846,1456
32,3741,1370
5,6815,155
1,1662,465
5,5993,771
9,2715,1728
68,2203,749
10,1654,724
11,1027,143
5,7837,1043
8,4967,453
4,2036,309
137,653,693
881,9276,916
137,8788,590
1,8003,848
64,849,1735
108,7035,1475
190,5935,1815
169,7329,1516
25,6662,1479
4,2934,1298
1,6592,1005
1,8681,1828
1,6599,203
621,8006,973
53,2995,1300
41,2371,1901
9,4965,1741
221,9622,465
3,6936,69
141,1229,1940
8,6093,91
112,321,892
111,3827,509
6,937,1615
612,2148,1894
25,6944,1366
4,9797,245
87,2033,278
155,4423,1533
692,242,1284
1,5152,1783
32,6684,1618
22,5473,444
6,8942,191
176,6797,806
2,4061,650
7,9650,1198
174,1310,802
20,9762,899
2,7726,863
453,3073,419
133,2466,742
38,4283,679
54,1927,1849
61,4545,1672
24,2730,895
148,978,1989
119,8163,800
1,4850,1762
1,9491,1966
1,5005,1599
2,8215,1041
1,1110,371
2,2980,986
32,1977,1788
84,7001,104
544,7907,1284
142,9355,643
1,7977,266
19,2283,1129
88,774,1419
6,9066,279
9,3050,25
229,9202,1507
1,5933,1087
32,1745,1111
232,2276,1681
220,9913,1463
1,8274,1172
313,673,803
1,4114,383
567,1031,763
3,1221,193
1,4831,1616
1,74,1856
7,8605,205
8,8605,1569
29,8452,1458
136,1089,1463
25,5192,1757
855,988,701
3,5852,1236
3,9347,1859
110,7744,1448
6,2802,701
2,66,1603
212,5721,1283
3,6969,721
153,1381,909
3,5579,915
636,9070,860
5,1063,583
154,6780,19
305,9337,140
1,4692,686
1,6353,1484
49,2823,1078
58,1425,1355
59,5924,361
17,9084,1152
614,8926,1646
100,1,537
1,7244,1197
200,3664,317
4,6812,562
126,4846,552
1,2851,93
174,896,1741
33,7678,1514
124,2673,1691
23,4211,971
226,3756,1966
673,1665,167
146,7475,397
147,9434,1379
3,7825,700
8,8229,904
1,3686,1082
30,8835,960
16,2447,1730
5,6853,1129
1,3989,432
599,5929,1781
52,5935,1749
6,8227,1422
8,1927,181
11,6632,182
244,1760,1118
3,4606,1715
342,2677,1392
6,2966,1878
381,7791,1324
459,9453,1938
103,1383,762
455,9777,176
151,6922,582
2,2646,1943
721,3500,880
2,7091,1699
23,4498,1568
10,6084,713
8,9965,1008
198,7011,30
5,6438,424
31,8429,1077
7,4938,1819
451,6891,779
2,3501,1296
2,8651,470
1,9865,628
163,8377,40
2,4178,196
30,313,1966
175,2991,1711
1,4619,1259
595,5638,1847
5,8097,1920
211,5006,547
213,1821,329
8,4199,813
35,5816,1942
63,5957,1460
13,3414,1826
8,5279,433
331,5875,15
3,4806,688
216,3273,819
3,8222,253
106,3807,1552
5,529,549
581,2794,1506
52,7056,1893
30,1503,652
5,7934,274
25,8993,538
1,6650,12
2,754,191
5,5364,338
684,3876,25
19,7800,1773
11,772,104
182,7359,783
101,5363,1035
81,8036,1041
52,9408,173
1,6861,1855
10,4387,53
477,4762,1739
740,8843,1520
14,2114,1721
1,9600,432
24,8594,849
3,2251,1234
2,3344,1350
5,3002,246
1,7682,1526
1,3643,1464
16,5600,702
4,6650,1141
4,5296,352
3,9712,1062
23,3030,957
136,4772,738
77,5384,1574
836,3179,567
526,7916,697
13,3047,1973
247,8138,1760
2,9371,1677
3,489,653
107,3537,166
3,109,1578
16,3494,1775
6,3520,1488
3,6873,1542
2,3217,1286
55,9045,1367
1,2383,238
108,6680,1881
455,4544,705
7,4213,1458
12,9197,746
47,5884,1348
82,6886,1768
33,8680,1146
99,4277,1487
239,6474,1252
929,8161,175
11,1292,1076
45,8167,658
9,2607,1263
3,1984,1159
983,1580,765
1,1040,911
1,2082,930
44,974,779
114,966,877
131,2615,1859
109,1789,1832
206,2122,1611
148,5656,398
33,4719,954
19,9458,1925
123,7423,278
135,2579,1576
7,3640,886
1,7179,207
6,3926,1379
31,7645,1265
29,6521,1658
10,1928,1817
603,74,70
20,3743,1399
2,9971,79
2,5731,1083
1,4402,1513
4,5370,1059
5,2589,285
7,6421,943
294,7337,227
173,4933,1520
23,1221,1416
16,2648,1675
10,8632,1460
1,2844,1208
549,3234,460
5,8375,1667
306,8189,1292
144,9982,620
1,6320,859
6,7989,386
21,7480,1562
4,949,396
11,9370,365
5,393,272
65,9580,1594
8,2406,1205
7,2029,601
4,9500,1334
226,1951,346
71,6082,751
124,5309,60
11,5136,363
301,8938,1205
13,4049,404
2,7715,137
26,6115,27
16,3515,1821
1,4312,1822
80,1705,195
245,5413,201
8,1243,1761
165,9172,1766
45,3945,811
4,1820,1674
7,2965,1259
668,9469,1895
3,201,422
2,1472,1883
1,6126,402
394,225,1257
86,2167,945
1,5230,1937
173,6005,1524
62,2618,125
902,6616,251
26,3348,1804
27,7282,1122
4,7359,23
2,1537,72
136,7191,770
9,1569,1473
127,4703,1480
185,7803,1050
485,3743,621
14,8438,793
1,7333,1169
1,4344,1938
5,2020,1172
604,8158,1206
151,1170,164
37,5914,863
3,7499,1211
117,8829,1495
144,125,1077
3,5689,1679
113,9702,364
1,197,408
1,2262,957
1,2509,757
242,4594,943
4,8460,447
52,9510,708
2,1239,1683
15,3760,1910
1,4535,1438
351,4918,1462
32,9800,1971
441,5135,1118
19,5150,966
6,6711,1746
11,5356,1931
3,6460,204
425,8840,464
5,5295,1662
5,7928,333
63,7076,1715
1,4937,1687
3,3610,136
14,3668,66
2,6886,1863
4,3195,1373
106,2886,1170
5,7319,1251
66,4733,1313
23,3669,394
176,7351,1162
155,8777,415
2,417,345
654,5812,815
228,6511,213
30,337,152
37,8448,1436
278,8552,1146
21,7878,1914
20,646,751
63,8904,953
1,6585,1329
44,7256,151
3,9788,455
1,3959,462
251,2173,1049
10,9129,805
24,4564,393
5,8024,1922
1,678,829
15,2704,120
154,8743,3
164,7009,1022
558,4659,182
303,8308,1470
877,8275,69
41,9331,122
1,809,914
360,4155,182
699,1781,1095
18,9449,1976
1,8016,1798
1,9790,592
55,1986,481
83,7944,1450
1,4910,1694
684,6796,1835
33,7122,1163
55,4631,49
38,2343,35
6,1084,430
475,1977,248
1,556,804
151,4844,509
8,9286,725
2,2972,1117
15,1943,1462
2,6690,1478
375,5657,1955
217,7051,1414
343,138,1011
293,6554,1537
270,906,554
44,3260,147
480,2377,307
1,4141,97
5,7018,1065
3,2084,1407
1,3727,1359
1,6552,1055
11,6056,1305
127,6786,680
70,7556,1055
73,4838,1926
433,3885,848
727,6298,1099
92,9660,1604
1,197,548
89,68,1154
36,1765,901
1,2847,346
4,6527,1799
3,9925,398
183,7899,928
7,3273,1158
24,514,326
201,7123,1397
622,1255,393
32,5137,1660
36,5616,950
1,4008,431
23,2355,130
96,4466,1501
2,1496,1023
1,5581,16
360,6172,1055
1,4986,1909
522,3630,609
4,6783,1627
7,8407,795
29,7014,341
2,3633,1309
97,3774,220
28,5387,1000
668,5613,1320
515,5996,352
178,1755,869
2,6141,1832
3,8996,739
4,9825,593
289,7190,1619
72,6350,726
2,5197,954
17,9671,1592
829,1574,1774
135,1601,1317
612,9697,195
239,9046,880
128,6295,1805
